#Origin: 29.1822 -175.677 -16.2366
#Radius: 42.878
id, x, y, z, u, v, w, ra, dec, parallax, teff, l, b
5219470349477386624,53.4444,-171.006,-47.5392,0.0253366,0.000779043,-0.0219394,139.96,-71.0094,5.39483,6654.4,287.356,-14.8605
5221520968723343232,44.2574,-160.417,-53.29,-0.0122125,-0.0692033,-0.00573533,129.338,-71.3317,5.72296,5716.75,285.424,-17.7568
5221567491811195264,42.1083,-155.687,-49.1195,-0.0551298,-0.0165691,0.00596171,130.946,-70.6451,5.93138,5257.02,285.135,-16.9386
5221606696270970496,42.5229,-161.659,-52.4585,0.0104965,0.000691813,-0.00849509,129.095,-70.6016,5.7079,6004.5,284.737,-17.4232
5221694897718844288,41.515,-159.361,-53.206,-0.0456363,-0.043944,-0.00419496,127.657,-70.7518,5.7783,4961.02,284.602,-17.905
5221842335356291072,43.8683,-173.557,-55.7728,0.0304245,-0.000691895,0.025141,128.536,-70.095,5.33327,4970,284.185,-17.3046
5221854021966156416,41.6767,-163.264,-54.1504,-0.0836968,-0.0170722,-0.0192441,127.46,-70.4773,5.65014,4667,284.32,-17.8158
5221880410244943488,42.287,-169.513,-55.3481,-0.00825822,0.00830801,-0.0222468,127.59,-70.0987,5.45656,5479,284.007,-17.5784
5221887380975125120,37.0467,-150.507,-48.6058,-0.060535,-0.00277122,-0.0310616,127.74,-69.865,6.15605,5026,283.828,-17.4107
5222062345059771136,47.0881,-160.782,-48.4025,0.0224669,-0.0331898,-0.00739402,135.037,-71.0693,5.73438,4388,286.324,-16.1145
5222120408719249408,49.6065,-165.33,-47.5411,0.00169321,-0.0589836,-0.0238447,137.442,-70.8952,5.58537,4796.98,286.702,-15.3987
5222141063220651136,46.7916,-158.43,-47.1596,0.00527894,0.0115194,-0.00459303,135.715,-71.0538,5.82089,4450.33,286.454,-15.9329
5222155047634174592,46.5128,-158.617,-47.0737,-0.0168535,-0.0189065,-0.00501158,135.597,-70.9476,5.81841,4541.67,286.343,-15.8961
5222157379799934720,51.5118,-176.813,-52.7355,-0.0226279,-0.0226965,0.00987876,135.213,-70.9241,5.22016,4846.18,286.243,-15.9792
5222164565281839616,47.5141,-162.883,-47.641,-0.0237465,-0.0153048,-0.00933492,135.95,-70.7533,5.67429,5488.58,286.262,-15.6838
5222194630053661952,50.9535,-176.529,-50.759,-0.0264303,-0.0114834,0.00396058,136.211,-70.4801,5.24609,4910.43,286.1,-15.4434
5222244657829116032,44.7763,-154.742,-47.0573,0.0342472,0.0092665,-0.00943165,134.288,-71.0335,5.95867,5054.62,286.138,-16.284
5222252148255085952,43.922,-151.435,-45.3187,0.0184107,-0.0206071,-0.00600492,134.953,-70.9076,6.09537,4849.76,286.174,-16.0356
5222256992978168704,46.3075,-161.43,-48.5667,-0.0487555,-0.0534763,-0.0448969,134.423,-70.8382,5.7201,4650.34,286.006,-16.1293
5222260703829847424,49.5111,-172.946,-52.6642,0.0565597,0.0285017,-0.0127818,133.914,-70.9299,5.33493,4652,285.975,-16.3175
5222270943032035712,41.5589,-146.343,-43.7982,-0.0395117,0.0108756,0.0244325,134.314,-70.6808,6.31675,4778.4,285.854,-16.0611
5222346603176427776,46.3359,-160.056,-47.634,-0.0252543,-0.0458975,-0.0260629,135.097,-70.8352,5.77025,6518.63,286.146,-15.9537
5222350485826851328,45.4686,-158.204,-47.1957,0.0449891,-0.0479973,-0.0196421,134.789,-70.7795,5.83975,5976.15,286.035,-15.9984
5222378862672215296,46.7742,-167.165,-48.7385,-0.075771,-0.0378912,0.0256756,134.811,-70.2801,5.54637,5151.2,285.632,-15.6834
5222449201354467328,40.5418,-149.604,-43.5316,-0.0648956,0.011667,-0.015526,133.984,-69.9265,6.2113,5323.54,285.163,-15.6874
5222457688210011520,44.3738,-161.644,-46.4266,-0.0231223,-0.0168095,-0.0211422,134.782,-69.9418,5.74929,4695.6,285.35,-15.4811
5222497541209424896,52.4695,-174.422,-48.2886,-0.0082773,-0.0343157,0.0156532,138.776,-70.5626,5.30686,5767.94,286.742,-14.8483
5222499327915817984,53.0277,-176.486,-48.5918,0.0241174,-0.115736,-0.0240484,138.911,-70.498,5.24716,5194.5,286.724,-14.7718
5222543621916933248,50.7974,-172.176,-46.5057,-0.0697444,0.00158776,-0.00987848,138.909,-70.1268,5.3926,5658,286.438,-14.5241
5222564203399851136,44.4755,-152.784,-42.5737,-0.00764569,0.0114639,-0.0303856,137.511,-70.2764,6.0708,4306,286.23,-14.9785
5222612096574977664,43.771,-152.258,-41.1211,0.0332185,-0.208702,-0.0409125,138.101,-69.856,6.10969,5500.16,286.039,-14.5507
5222612955568407808,51.9739,-181.366,-48.8103,-0.0328293,0.0290353,0.00943088,138.111,-69.7908,5.13141,4909.3,285.991,-14.5051
5222623989344296576,49.0976,-173.091,-46.1522,-0.0322244,-0.0481401,-0.00751844,138.081,-69.6004,5.38372,4362.3,285.836,-14.387
5222662300453620096,50.1252,-172.987,-44.3789,-0.0865169,-0.0337182,-0.00454316,139.838,-69.4677,5.39113,5017.59,286.16,-13.8424
5222668171669296768,48.0494,-163.031,-41.7933,-0.0183997,0.00653726,-0.0018457,140.394,-69.6343,5.71341,4347.69,286.422,-13.8147
5222706452716877312,52.6437,-184.354,-48.0264,0.00757615,-0.00266382,-0.00535663,138.959,-69.4578,5.05953,6665,285.937,-14.0631
5222710816403766656,49.1383,-171.227,-43.9581,-0.045347,-0.0251671,0.00180815,139.522,-69.3757,5.45013,4851.55,286.012,-13.8616
5222781146487862016,51.1244,-181.254,-49.4634,-0.0119753,-0.0281769,-0.0254856,137.211,-69.7545,5.13576,5748.55,285.752,-14.7162
5222804446690976640,46.5102,-164.822,-44.5169,-0.0101353,-0.0504815,-0.0112855,137.541,-69.6647,5.65132,5393.5,285.758,-14.571
5222824748995833472,40.589,-146.969,-39.4816,-0.0568859,-0.056684,-0.0532574,137.08,-69.3953,6.34921,5198.4,285.439,-14.5176
5222859353553282432,38.2573,-141.526,-38.9679,-0.0113112,-0.0554226,-0.0389219,135.728,-69.3996,6.59211,5415.75,285.127,-14.8851
5222908659776657280,43.8225,-166.084,-43.6224,-0.0511322,-0.0166266,-0.00928507,136.497,-68.7362,5.64267,4401.39,284.781,-14.2496
5222921437299704576,42.111,-151.416,-38.7791,0.0728046,-0.0258387,-0.0459798,138.658,-69.0374,6.17756,5647,285.542,-13.8606
5223017958104777728,43.832,-163.412,-40.9417,0.000910529,0.0173939,0.00666628,138.244,-68.4844,5.74475,5208.96,285.015,-13.6034
5223035962608034688,38.3713,-145.467,-36.3272,-0.052389,-0.00842033,-0.00997022,137.884,-68.2926,6.46133,4945,284.777,-13.5752
5223044754401703168,44.9304,-171.082,-41.9737,0.000631414,0.00341059,-0.00309427,138.232,-68.0975,5.50069,5168.63,284.715,-13.3491
5223072104754834048,43.467,-161.495,-50.7526,0.0170439,0.00045908,-0.00953269,130.972,-70.5572,5.72169,4790.29,285.064,-16.8813
5223106915466156288,47.0757,-176.132,-53.8738,-0.072712,-0.00271573,-0.0204089,131.825,-70.2366,5.26016,5854,284.964,-16.4623
5223139454138623616,45.9005,-175.374,-54.8041,-0.0298018,-0.0648296,0.0076771,130.475,-70.2101,5.28026,5733.9,284.667,-16.8208
5223169450189735296,39.4652,-151.472,-45.2948,-0.0432371,-0.0192913,-0.000311091,131.999,-69.7668,6.13685,5248.48,284.603,-16.1389
5223278336201511680,37.38,-145.725,-41.8717,-0.0131706,-0.00262456,-0.00746604,132.991,-69.2508,6.40363,5378.44,284.387,-15.5531
5223356470245954304,43.822,-174.763,-54.3417,0.00355265,0.0107451,-0.00974776,129.637,-69.722,5.31379,4980.96,284.077,-16.7837
5223403989764095744,38.4377,-154.283,-48.0171,-0.0119254,-0.0107365,0.00389351,129.454,-69.6641,6.02078,4830.79,283.99,-16.8041
5223454322482687616,41.8373,-171.933,-52.1769,0.0211361,0.00227616,-0.00553856,129.861,-69.2054,5.42057,5891.07,283.676,-16.4291
5223487861886519168,45.8735,-183.672,-52.7277,-0.018434,-0.0254487,0.00371912,132.38,-68.9764,5.08854,5328.47,284.023,-15.5635
5223489373715006976,41.1885,-166.105,-47.6022,0.0199638,-0.0303626,-0.020423,132.269,-68.89,5.62959,4995,283.927,-15.5442
5223500574989696000,43.3685,-175.145,-50.4473,-0.0393629,-0.00707295,0.0133637,132.069,-68.9204,5.33749,5518,283.908,-15.6203
5223532117229343232,42.0519,-172.612,-48.7328,-0.0249305,-0.0261712,0.000936307,132.353,-68.586,5.42819,5413,283.692,-15.3391
5223566992363346432,40.5182,-170.284,-49.5468,-0.0393791,-0.0209922,-0.00506961,130.843,-68.6193,5.49706,5914.53,283.384,-15.8049
5223616156849907328,39.7006,-149.698,-41.3076,0.0256562,-0.0393341,0.00474794,135.149,-69.2256,6.2388,5308.5,284.853,-14.9342
5223629935104516480,45.2971,-173.209,-46.9529,0.00396405,0.0127068,-0.00974905,135.332,-68.9268,5.40282,6264.67,284.656,-14.6953
5223629939404941184,45.5293,-174.081,-47.1902,0.0035009,0.0107595,-0.0122821,135.334,-68.9279,5.37572,5825,284.657,-14.6955
5223644954610476672,48.5007,-188.277,-51.4191,-0.00104549,-0.0803248,-0.00087429,134.722,-68.8428,4.97244,5470,284.445,-14.8138
5223661447285296640,42.1749,-161.507,-42.7635,0.0375615,-0.00585538,-0.0228094,135.994,-68.7046,5.80337,4729.72,284.635,-14.3694
5223734805327097344,42.6056,-169.721,-44.4549,0.0124261,-0.100259,0.0327651,135.325,-68.2251,5.53876,5698.3,284.092,-14.2542
5223769783540573824,44.4705,-172.406,-43.6166,-0.0316453,-0.0131956,-0.0072212,136.96,-68.1874,5.45513,5366.47,284.464,-13.7647
5223790124505715712,43.506,-167.954,-42.3318,0.0958758,-0.0418201,-0.00823595,137.168,-68.1961,5.5995,4959.67,284.522,-13.7117
5223804482575402752,47.6769,-185.54,-45.4536,0.00317376,0.00916518,0.0137604,137.711,-67.8754,5.07908,5799,284.411,-13.3479
5223820979550357504,49.1283,-195.1,-48.1286,0.0189029,-0.0149459,0.000219017,137.031,-67.7415,4.83403,4871.99,284.134,-13.4535
5223856297062288000,46.8858,-191.535,-48.616,-0.0659366,-0.0728102,-0.0354696,135.606,-67.7158,4.92381,5476,283.755,-13.8497
5223881040372378624,44.827,-182.894,-45.8395,-0.046104,-0.0208238,-0.00314763,135.974,-67.6206,5.15979,6776.69,283.772,-13.6814
5223922581296129792,40.8103,-168.833,-45.6581,-0.004258,-0.026948,-0.0195911,133.513,-68.138,5.56805,5877.5,283.589,-14.7278
5223954497194250880,42.4802,-177.895,-46.9566,-0.0351752,-0.0119648,-0.0247369,133.953,-67.8151,5.29582,4916.5,283.43,-14.399
5223962335513862656,37.633,-157.73,-41.1973,-0.0450605,-0.0130601,-0.0216936,134.235,-67.7174,5.97697,4736.81,283.419,-14.2548
5223996901410082560,40.5169,-175.025,-47.3351,0.00776835,0.0132426,-0.00789836,132.577,-67.7311,5.38258,5085.27,283.034,-14.7608
5224002742565990144,33.1363,-139.973,-36.995,-0.00183009,-0.0649011,-0.0217446,133.726,-67.7448,6.73296,5231.5,283.319,-14.4234
5224004181375930752,33.521,-141.935,-37.8868,0.0120801,0.00257479,0.00657772,133.387,-67.8068,6.63658,4808.5,283.288,-14.5627
5224049982906391552,46.1241,-192.348,-48.7746,-0.0669905,-0.00118027,0.00803011,135.164,-67.5143,4.90857,4962.44,283.485,-13.8519
5224049987206812672,44.882,-187.075,-47.4658,-0.0175179,-0.0242058,-0.0021416,135.159,-67.524,5.04663,4789.6,283.491,-13.8595
5224051121078245248,37.7327,-157.108,-39.5764,-0.0240491,-0.0171325,-0.0360147,135.376,-67.4733,6.01134,6072,283.505,-13.763
5224052564186972928,39.284,-163.362,-42.2524,-0.0075774,0.010414,-0.022302,134.684,-67.7079,5.77198,4340.2,283.521,-14.1157
5224061257200954368,44.3406,-185.18,-47.1517,-0.0322855,-0.0209015,-0.0171757,135.019,-67.5355,5.09772,4229,283.466,-13.9082
5224076684723708672,37.105,-154.7,-38.4335,-0.046784,-0.0423232,0.00230301,135.712,-67.3449,6.11008,5927.33,283.488,-13.5817
5224124307320401024,40.2169,-174.869,-45.07,0.00226552,-0.0279236,0.0260278,133.82,-67.2654,5.40517,4749.1,282.952,-14.0998
5224154200292708608,42.7665,-185.695,-45.385,-0.0145183,0.000980499,0.00141003,135.254,-66.8384,5.10499,5173.5,282.969,-13.3966
5230307136083554560,62.6209,-163.044,-39.3187,0.00400767,0.0381737,-0.0255244,152.815,-71.746,5.58575,5259,291.01,-12.687
5230335826465756416,62.7089,-163.996,-38.5062,-0.00255635,-0.00927086,0.0117317,153.19,-71.4404,5.56331,4460,290.926,-12.3699
5230593146548281472,63.2591,-159.357,-34.1652,-0.0401356,-0.0210099,0.00730838,156.919,-70.9223,5.72001,6147,291.651,-11.2696
5230749483357012736,64.9623,-173.664,-38.562,0.0304407,-0.0198958,0.00345668,153.279,-70.698,5.28029,5341.25,290.509,-11.7486
5230863244146523136,62.9071,-166.491,-35.3577,-0.0685327,-0.0610948,0.0455495,154.613,-70.383,5.51094,5009.53,290.699,-11.2362
5230908976961098752,57.928,-154.943,-31.4445,0.0400172,0.00570137,-0.0174319,154.914,-69.8812,5.93896,4886.33,290.499,-10.7631
5230923579851984640,57.077,-154.671,-31.1673,-0.0245168,-0.0117379,-0.0155237,154.433,-69.699,5.95994,4379.73,290.255,-10.7052
5231457598902721792,68.561,-168.362,-31.1821,-0.0673361,-0.0490302,-0.0243656,160.521,-69.8514,5.42176,5939.33,292.157,-9.7333
5231861364495926272,64.913,-157.854,-27.3099,-0.0613939,-0.0127716,-0.00650466,161.884,-69.3769,5.78532,4430.75,292.353,-9.09062
5231919398094130560,66.5608,-157.406,-25.8877,-0.0243155,-0.01356,-0.0165366,163.909,-69.2034,5.78536,5732.2,292.922,-8.61358
5231941319606905344,67.908,-163.866,-26.5795,-0.0513504,-0.0118855,-0.0178825,162.999,-68.9412,5.57537,4194.5,292.51,-8.52206
5231968803088237440,65.2337,-156.592,-23.8177,-0.00981359,-0.0349111,-0.0172026,163.904,-68.5123,5.8377,4954.49,292.616,-7.99233
5231979561996900608,66.9806,-161.647,-24.8276,-0.0234965,-0.0241821,0.00160055,163.54,-68.5405,5.65842,4153.33,292.507,-8.07592
5232018663380643712,68.9595,-171.95,-27.2334,-0.00358658,-0.0164016,0.00900407,161.608,-68.5023,5.34037,5702.67,291.853,-8.36255
5232026222523850624,64.3365,-157.564,-24.6348,-0.099163,-0.00482121,-0.01229,162.627,-68.5529,5.81507,4633.63,292.211,-8.23614
5232143625437074304,61.2364,-155.735,-30.5638,0.0175311,-0.0306913,-0.0150716,157.899,-70.0444,5.87856,4727.38,291.465,-10.3506
5232264816542080896,60.3893,-153.131,-27.2139,-0.00551215,-0.0142808,-0.00884977,159.444,-69.2432,5.99366,5661.65,291.523,-9.38752
5232514298297802880,59.3588,-155.159,-27.753,-0.00792917,-0.0266762,-0.00601817,157.904,-69.033,5.93726,4875.47,290.935,-9.48427
5232606244954459776,65.1427,-179.055,-30.7149,0.0269614,0.00442916,-0.00136091,156.206,-68.2641,5.18143,5486,289.992,-9.15738
5232639573901069312,58.3312,-147.608,-25.5695,0.0403358,-0.0350644,-0.0042601,159.868,-69.058,6.22038,5185.64,291.563,-9.15187
5232641394967200000,69.1636,-174.607,-30.0297,-0.0318783,-0.0603391,-0.0279528,160.072,-69.0216,5.25785,4840,291.609,-9.08455
5232773856067725696,64.6674,-162.942,-25.6045,-0.0211378,-0.0490921,0.00294004,161.186,-68.3598,5.64444,4837.8,291.647,-8.30965
5232781376543057536,66.6082,-169.35,-26.6019,-0.0646798,-0.0592111,-0.0240615,160.761,-68.2831,5.43736,4824.7,291.47,-8.31667
5232793299372248576,58.97,-151.499,-23.4033,-0.0954638,-0.0538724,-0.0236003,160.45,-68.0775,6.08839,4944,291.268,-8.19186
5232795399623273728,63.2316,-162.548,-24.7791,-0.0458295,-0.0115539,0.000279975,160.558,-67.9789,5.67649,4815.65,291.256,-8.08594
5232795983740581760,63.7191,-159.621,-24.5561,-0.02901,-0.0256204,0.00742725,161.683,-68.2553,5.75988,6087.33,291.761,-8.13119
5232801339551032192,69.1715,-175.27,-26.8223,0.0165406,-0.0162364,-0.00563034,161.192,-68.125,5.25416,4919.67,291.537,-8.10159
5232934487842136192,53.1668,-143.243,-23.4166,-0.0228404,-0.0154452,-0.00643731,157.675,-68.0808,6.46932,4966.93,290.363,-8.71325
5232944241703142528,64.7504,-172.862,-27.8557,0.0635694,-0.0234137,-0.0450378,158.246,-68.0553,5.35672,5787.15,290.535,-8.58143
5233019012801674368,66.8752,-182.983,-28.4541,0.0401234,0.00598653,-0.0150885,157.587,-67.5882,5.07904,4935.33,290.076,-8.30945
5233021555422195456,62.4827,-172.269,-26.9142,-0.00342179,0.0115899,0.00432235,157.214,-67.5551,5.39909,5253.2,289.936,-8.35536
5233047428303944704,58.581,-156.503,-24.0954,-0.0578321,-0.0154669,-0.0472754,158.724,-67.7243,5.92292,4176.14,290.522,-8.20499
5233112849247719552,53.6961,-146.709,-22.457,-0.00417764,-0.0250663,5.53728e-05,157.822,-67.4913,6.33583,5786,290.103,-8.18001
5237815872801237120,68.8322,-163.544,-23.728,0.0376503,-0.0492884,0.0314811,164.849,-68.2618,5.58602,5050.25,292.825,-7.61669
5237903455776372992,66.0286,-155.23,-21.7409,0.00954123,0.00376481,-0.0224661,165.683,-68.1034,5.87941,5894.7,293.043,-7.34385
5237934276463307648,69.0139,-161.751,-21.5436,-0.034159,-0.0208981,-0.000934217,166.225,-67.8003,5.64418,4801,293.106,-6.98424
5237956850811160832,70.3189,-167.405,-21.8126,-0.03484,-0.0392177,0.00674907,165.601,-67.5481,5.46807,5082.85,292.785,-6.85015
5238090956866934656,59.9327,-149.257,-20.0286,-0.0819165,-0.0599433,0.0181037,163.199,-67.3875,6.16969,5290,291.877,-7.0982
5238168163198876928,67.8869,-166.554,-21.0782,-0.0269235,-0.0603588,0.0152004,164.355,-67.1438,5.52214,5203,292.176,-6.6842
5238218912534924928,59.3242,-147.758,-18.7374,0.0302087,0.0092659,0.00195665,163.634,-67.0396,6.23747,4872.56,291.875,-6.71171
5238476060823909376,70.3504,-167.36,-17.6924,-0.07809,-0.0155673,-0.026476,166.95,-66.3775,5.48231,5106.3,292.8,-5.56619
5238523099306894464,63.772,-153.533,-15.3291,0.0441191,0.00980879,-0.00781446,166.687,-66.0081,5.98959,5649,292.556,-5.26805
5238545811085501440,64.7868,-157.853,-18.5716,-0.0354597,-0.00829013,-0.0167652,165.184,-66.7736,5.8262,5582,292.314,-6.21168
5238563746868521856,63.161,-156.591,-18.1025,0.00221224,-0.0143237,-0.0296013,164.49,-66.5444,5.88869,5028.18,291.967,-6.11938
5238626762631278976,61.8726,-157.602,-18.2684,0.0109054,-0.00584487,-0.0228429,163.254,-66.3498,5.87215,5657,291.434,-6.15825
5238635696163578752,65.3826,-166.824,-18.6526,-0.0332141,-0.0210676,-0.0479124,163.417,-66.1423,5.55101,4870.01,291.401,-5.9431
5238680668744527488,62.8973,-152.945,-16.1658,-0.047485,-0.0390938,-0.00452605,165.922,-66.2168,6.01826,4959.21,292.355,-5.58314
5238746300168428544,62.7099,-157.546,-16.6314,0.0638298,-0.0185341,0.00273842,164.451,-65.965,5.86917,5029.16,291.705,-5.60172
5238845496715621376,62.3815,-160.824,-22.2927,-0.0854479,-0.108365,-0.0373669,161.333,-67.3172,5.74933,4985.67,291.201,-7.36375
5238859446770625024,58.912,-149.308,-19.7877,0.0536151,-0.0494356,-0.0378969,162.488,-67.1712,6.18333,4308,291.533,-7.02797
5238863020183339904,58.5646,-149.217,-19.8148,0.00493921,-0.0173563,-0.0432963,162.231,-67.141,6.19123,5723.5,291.429,-7.04669
5238906313454236032,68.4322,-181.873,-25.6019,-0.0290066,-0.017312,-0.0233282,159.849,-67.1654,5.10202,4896,290.619,-7.5055
5238906313454237056,69.4289,-184.532,-25.972,-0.0303352,-0.0167381,-0.0207625,159.849,-67.1639,5.02855,6363.11,290.618,-7.50436
5238972352855105152,58.1964,-150.231,-19.4336,-0.00937737,-0.0178583,-0.0109705,161.857,-66.8756,6.16231,5554.25,291.175,-6.87801
5239062890781320448,66.3983,-175.164,-20.74,-0.091007,-0.0790332,0.00753848,161.59,-66.1879,5.30586,4928.8,290.76,-6.31782
5239101854726532992,53.9633,-145.971,-20.1537,-0.0282981,-0.0142525,0.00541763,159.278,-66.8934,6.37242,4251.19,290.289,-7.37874
5239139616080363648,57.1665,-154.168,-19.8118,0.0532718,-0.0195249,-0.0155598,160.032,-66.4783,6.0381,4292,290.345,-6.8705
5239154871804426240,66.3433,-182.864,-23.5714,0.0201374,0.00304052,-0.0123023,159.112,-66.3143,5.10334,4741.88,289.941,-6.90902
5239163461738995840,65.6264,-181.382,-22.7738,-0.00352114,-0.0246409,0.0106066,159.222,-66.1374,5.14855,4949.91,289.891,-6.73353
5239200982575952256,59.0571,-163.71,-21.2899,-0.0149137,-0.00704212,-0.00303837,158.808,-66.3192,5.70342,5461.8,289.837,-6.97438
5239212974117273984,54.0281,-151.043,-19.1076,-0.0587326,-0.0665927,-0.0253577,158.705,-66.085,6.19005,4709.51,289.682,-6.79267
5239247780540592384,63.7869,-173.186,-21.1535,0.0179611,0.00522444,-0.00533604,160.161,-66.1275,5.38308,5689.97,290.22,-6.53851
5239250185722408064,65.3047,-177.703,-21.3474,-0.051863,-0.0419332,-0.0314264,160.198,-66.0154,5.24872,5131.9,290.178,-6.4333
5239278395069142912,51.0134,-139.808,-16.0808,-0.00495764,-0.0263544,-0.00346985,160.232,-65.719,6.68045,3830,290.046,-6.16702
5239304542829302400,52.2335,-145.475,-15.9911,-0.00912605,-0.02047,-0.0004868,159.916,-65.3489,6.43529,5307,289.751,-5.90662
5239390953252688512,63.697,-164.491,-18.327,-0.0300198,-0.0684864,0.0188002,162.917,-66.0293,5.63881,4830.18,291.168,-5.93169
5239401432972879872,54.409,-143.057,-16.0223,-0.00740903,-0.0232819,-0.00098723,162.116,-65.9139,6.49813,4571.4,290.823,-5.97618
5239498744077038976,52.7922,-141.687,-14.9844,-0.0125293,-0.0113826,0.000592658,161.637,-65.455,6.58139,5583.43,290.435,-5.65962
5239511388461406080,67.5285,-182.655,-18.0679,0.0500154,-0.067715,-0.0339395,161.727,-65.0698,5.11313,4945.5,290.29,-5.30074
5239525196750143616,55.3782,-142.751,-14.1094,-0.0119932,-0.0124775,-0.000605607,163.708,-65.446,6.50343,5022,291.203,-5.26483
5239546710274633856,53.9348,-142.086,-13.3594,-0.00790037,-0.0239801,-0.00132833,163.071,-65.0469,6.5546,3962,290.786,-5.02359
5239626420542800512,53.4008,-143.375,-13.1105,-0.00864389,-0.0206094,-0.00111075,162.451,-64.7745,6.51222,5071.49,290.428,-4.89779
5239653255497968384,52.3077,-142.822,-12.2717,-0.00860083,-0.0221543,-0.000403004,162.106,-64.3788,6.55337,4206.5,290.115,-4.61275
5239660372284736896,52.6939,-143.742,-15.7573,-0.00843713,-0.021384,-0.000986452,160.751,-65.5049,6.49751,5362.45,290.132,-5.87641
5239665320086649472,53.599,-147.499,-15.9054,-0.00803985,-0.0220732,-0.00133139,160.513,-65.3497,6.33955,5337.5,289.97,-5.78715
5239672192034893312,51.9606,-142.336,-15.0485,0.0758026,-0.029156,0.0197867,160.822,-65.2883,6.56734,4812.73,290.055,-5.67173
5239674700295136000,53.5882,-147.644,-16.266,-0.01156,-0.0154772,0.000369766,160.323,-65.4492,6.3328,4773,289.949,-5.91249
5239701569592516480,53.5021,-146.238,-14.6295,-0.0109605,-0.0145743,-0.000618775,161.248,-65.0386,6.39372,5557,290.095,-5.36711
5239723525484923904,50.6418,-141.458,-13.8688,-0.0087296,-0.0210926,-0.000661228,160.529,-64.7688,6.62743,5220,289.697,-5.27375
5239736204230185344,50.7512,-142.461,-15.0466,-0.00918224,-0.0244934,-0.0024019,159.881,-65.0835,6.57992,6020.67,289.608,-5.68189
5239739502750259456,49.0965,-138.497,-14.3357,-0.0946237,-0.0306441,-0.0136598,159.825,-64.9445,6.77327,4891.82,289.519,-5.57219
5239758155778687360,49.4181,-141.916,-14.6922,-0.00826697,-0.0216195,-0.00157096,159.158,-64.7982,6.62294,4779.22,289.199,-5.58405
5239830143757924992,53.7212,-151.269,-13.6977,-0.00804488,-0.0247149,-0.000563305,160.673,-64.3512,6.20699,5502.16,289.552,-4.87727
5239835671346035456,66.5589,-182.976,-15.9731,0.057459,-0.0326383,-0.000665215,161.766,-64.3898,5.11875,4940,289.989,-4.68987
5239841340702856960,52.3808,-145.806,-12.5406,-0.0105321,-0.0174226,-0.000492852,161.367,-64.2291,6.43351,6382.8,289.761,-4.62766
5239848453168695040,51.2944,-142.371,-11.8863,-0.00862779,-0.0197626,-0.000478305,161.62,-64.1326,6.58782,6170.67,289.813,-4.49114
5239849900609754880,50.4212,-140.418,-11.5565,-0.00903629,-0.0191021,-0.000781768,161.562,-64.0494,6.68258,5588,289.752,-4.42919
5239851962193200896,49.9592,-139.768,-12.2269,-0.00745488,-0.0226977,-0.000597663,161.094,-64.2583,6.71451,5755.47,289.669,-4.70915
