#Origin: 29.1822 -175.677 -16.2366
#Radius: 42.878
id, x, y, z, u, v, w, ra, dec, parallax, teff, l, b
5258497514721086720,39.7228,-181.76,-4.86832,0.0477644,-0.0083487,-0.000441291,151.769,-57.6401,5.37307,5951.5,282.328,-1.4989
5258509570674945152,40.1653,-184.909,-4.95602,0.0173259,-0.017491,-0.0143811,151.657,-57.5987,5.28302,4921.61,282.255,-1.50033
5258537440737952640,41.4573,-169.836,-4.70923,0.0191047,-0.0537568,-0.0167042,153.874,-58.4721,5.71802,5601.65,283.718,-1.54302
5258628627170585216,48.9289,-206.693,-3.98917,-0.00963707,0.00714509,0.00131732,153.743,-57.8612,4.70715,4959.47,283.318,-1.07594
5258633888528097664,45.6506,-192.136,-3.02281,-0.0234344,-0.012746,-0.00711257,154.026,-57.7228,5.06308,6191.53,283.365,-0.876929
5258639970201381248,40.9102,-174.897,-3.78545,-0.035107,-0.0336667,0.0068619,153.367,-57.8837,5.56614,5915.43,283.165,-1.20733
5258663781488601600,34.4584,-140.792,-1.98913,0.00433637,-0.0102528,-0.011518,154.725,-57.8618,6.89841,4097.99,283.753,-0.786227
5258673333495776128,45.3163,-185.809,-1.94569,-0.00255593,0.00330169,0.00388344,154.861,-57.6663,5.22836,4276.74,283.706,-0.582866
5258675669957874048,49.0304,-202.185,-3.04549,0.00748278,-0.00943108,-0.0101347,154.48,-57.8386,4.80613,5504,283.631,-0.83867
5258678246938050816,37.3354,-154.724,-2.52379,0.00168168,-0.0424745,0.0287959,154.306,-57.8608,6.28199,5391.75,283.566,-0.908431
5258724460787377280,38.2454,-160.075,-0.539483,-0.0162388,-0.00693928,-0.00532071,154.846,-57.1885,6.07604,6217.9,283.437,-0.187811
5258746206195460736,42.2292,-182.287,-2.5067,-0.0260807,-0.0184187,-0.00986591,153.642,-57.4517,5.34384,4970,283.043,-0.767521
5258766345310854144,37.8877,-161.281,-1.24252,-0.00290793,0.0105657,-0.00068021,154.264,-57.2704,6.03586,4349.7,283.22,-0.429703
5258773698294826112,34.935,-148.519,-0.318091,0.0103396,-0.0210053,-0.0139371,154.606,-57.0211,6.55426,4382,283.237,-0.119453
5258792939747976576,36.0846,-158.016,-0.545271,-0.0523118,-0.0639,-0.0198337,153.962,-56.875,6.1696,4134.28,282.863,-0.192749
5258798231141839616,36.8155,-159.598,-4.46578,-0.0401309,-0.00547967,-0.0502728,152.713,-58.0747,6.10314,5614.67,282.99,-1.56181
5258808229825664896,41.2155,-178.922,-4.0268,-0.0410239,0.00716983,-0.00690206,153.015,-57.8142,5.44509,5302.33,282.972,-1.25639
5258818056710478976,35.6863,-158.428,-3.96503,-0.0266029,-0.0227281,-0.00786358,152.435,-57.7713,6.15588,5423.7,282.694,-1.39863
5258819362380358400,45.3519,-202.811,-5.50342,0.0369367,-0.0282469,-0.0440907,152.17,-57.8161,4.81018,4772.1,282.605,-1.51693
5258866263424233984,42.0689,-190.584,-2.74706,-0.0733918,-0.0467684,-0.016726,152.695,-57.1451,5.12317,4433.33,282.448,-0.806387
5258872826135586176,43.2516,-197.982,-4.92156,-0.00286411,0.00889858,-0.00966443,151.879,-57.55,4.93312,6488.88,282.323,-1.3912
5258876365188850944,42.7134,-193.14,-4.40388,-0.00565074,0.00651659,0.00164811,152.228,-57.5413,5.05418,5558.6,282.47,-1.27539
5258916566083344896,32.0525,-147.793,-2.16036,0.042065,-0.0127177,-0.0167259,152.364,-57.0334,6.61183,4892.33,282.237,-0.818437
5258917459436541440,36.6051,-169.635,-2.46335,-0.0469585,-0.0204877,-0.0258384,152.281,-56.9947,5.7618,0,282.177,-0.813245
5258917459436541568,36.0924,-167.263,-2.42689,-0.0390656,-0.0548475,-0.0260811,152.281,-56.994,5.8435,6075,282.177,-0.812567
5258921651324510336,37.8341,-176.899,-3.21347,-0.0919828,-0.0828913,-0.0397162,151.905,-57.1002,5.52707,5374,282.072,-1.01769
5258924846780241280,29.3775,-138.112,-2.50704,-0.0416198,0.00109877,0.0053008,151.81,-57.0624,7.08094,6182.33,282.008,-1.01718
5258927148882600448,42.6931,-201.052,-3.24202,-0.0217599,-0.0196368,-0.0239898,151.903,-56.9588,4.86474,4185.13,281.989,-0.903683
5258944912863765248,44.2178,-195.746,-2.11033,-0.0233029,-0.0209862,-0.00903617,153.335,-57.1381,4.98283,4819.5,282.729,-0.6025
5258983979887157888,34.4816,-152.408,-0.213999,0.00353701,0.00960186,-0.00847424,153.905,-56.7158,6.39958,4151.72,282.748,-0.0784667
5258994665765546880,43.7295,-198.558,-0.516801,-0.02031,-0.00871634,-0.0141664,153.343,-56.5867,4.91842,4186.23,282.42,-0.145637
5259007997343916544,40.6555,-187.38,0.356163,0.0540842,-0.0675854,0.00994948,153.335,-56.2778,5.21539,5101.43,282.242,0.106429
5259019129900231552,43.4318,-199.127,-1.35848,0.0408133,-0.0464064,-0.017575,152.924,-56.7149,4.90645,4945.64,282.304,-0.381896
5259028441389145728,44.7516,-209.318,-1.84301,-0.00195606,-0.0169872,-0.00754365,152.456,-56.6706,4.67166,4950.5,282.068,-0.493318
5259100803004371712,32.5371,-154.422,-8.28356,0.0311875,-0.0188344,-0.00994727,149.41,-58.5887,6.3279,4598.21,281.898,-3.00468
5259105475928925696,32.6685,-153.654,-7.6047,-0.0108384,-0.00631241,0.00232927,149.841,-58.4678,6.35838,4028,282.003,-2.77154
5259170342803342976,28.1544,-139.123,-6.91892,0.00290901,-0.0738712,-0.0500215,148.974,-58.1386,7.03671,5020.67,281.44,-2.79063
5259175123121068672,35.9436,-180.088,-8.74192,-0.0695007,-0.0173116,0.00788376,148.823,-57.9927,5.43928,5545.3,281.287,-2.72543
5259205153533714688,33.6213,-167.398,-7.11267,-0.0344707,-0.0214956,0.00234849,149.32,-57.7677,5.85175,5286,281.357,-2.38543
5259227556073147648,36.6852,-173.751,-6.36331,-0.0324511,-0.0216975,-0.0132512,150.542,-57.8456,5.62761,5633.68,281.922,-2.05222
5259235871129914112,38.6019,-183.298,-6.12021,0.00986692,-0.00776515,0.0233511,150.701,-57.683,5.33564,5503.47,281.892,-1.87134
5259252535602713984,38.0063,-184.149,-6.15383,0.0175607,-0.0415636,0.00508072,150.352,-57.547,5.31545,5028,281.661,-1.8745
5259284284001937152,37.104,-179.706,-4.61486,0.0278479,0.00172046,0.0136806,150.841,-57.2023,5.44798,5605.91,281.666,-1.44066
5259290400036653824,37.6336,-183.286,-6.8774,-0.0390366,-0.0199123,-0.00953721,150.006,-57.6956,5.34085,6320.05,281.603,-2.10501
5259312458988131072,38.8399,-196.303,-7.17627,-0.0339351,-0.0249355,-0.0212039,149.456,-57.4048,4.99408,6640,281.192,-2.05386
5259323213586206592,33.0871,-167.676,-5.1606,-0.0233807,0.00267702,-0.0152138,149.779,-57.13,5.84838,5442.5,281.163,-1.72951
5259328161389891584,37.003,-182.573,-5.2985,-0.0192579,-0.00745802,0.000734497,150.324,-57.2283,5.36595,5875,281.457,-1.62922
5259351594731168256,30.1054,-151.92,-3.95554,-0.0388248,-0.0191992,-0.0105001,150.143,-56.946,6.45474,4940.5,281.209,-1.46303
5259356851771007616,28.282,-145.104,-3.73133,0.0629298,-0.0290859,-0.0224609,149.901,-56.8236,6.76219,5678.03,281.029,-1.44584
5259405230291549440,31.3898,-160.418,-6.4516,-0.0076297,0.00208609,0.0118468,149.044,-57.4937,6.11293,6428.47,281.071,-2.26023
5259413992007721856,27.9827,-145.714,-6.26972,-0.00618355,0.00704142,0.00280676,148.567,-57.4946,6.7336,5651.23,280.871,-2.41962
5259430244180455680,25.7503,-137.274,-4.98488,0.0441907,-0.0108891,-0.0105414,148.642,-57.0474,7.15527,5151.8,280.624,-2.04407
5259439108995380096,30.0934,-158.818,-7.43314,-0.0294628,-0.0271881,0.0096947,148.114,-57.573,6.17991,4086.89,280.729,-2.63288
5259445087589204480,35.8662,-193.948,-8.88627,0.0745415,-0.00637401,0.0104717,147.811,-57.3732,5.06493,5355,280.477,-2.57966
5259451787738151040,39.1087,-212.912,-9.941,-0.0138541,0.0112031,-0.00577407,147.654,-57.3683,4.61463,4843,280.408,-2.62931
5259464638279953152,31.3414,-173.657,-7.46295,0.00588119,-0.0336793,-0.00160043,147.643,-57.0951,5.66185,4580.51,280.231,-2.4217
5259472506662014592,32.7068,-176.483,-7.13657,-0.023615,-0.0440205,-0.00811143,148.195,-57.1515,5.567,4912.5,280.499,-2.27692
5259511642392814720,27.8484,-143.909,-4.55064,-0.00229606,-0.0161619,-0.015244,149.418,-57.0402,6.81897,4164.5,280.952,-1.77821
5259519270241398016,35.2407,-184.428,-6.4178,-0.0725158,-0.0230924,-0.0075563,149.02,-57.0991,5.3227,0,280.818,-1.95761
5259519270254526976,28.5456,-149.389,-5.19758,-0.0473511,-0.0186013,-0.0028338,149.02,-57.0989,6.57116,6272.2,280.818,-1.95727
5259537446557197696,31.7228,-164.428,-4.74836,0.00853662,-0.00105822,-0.0397046,149.544,-56.8986,5.96919,5025.67,280.92,-1.6242
5259563864887155712,37.7292,-201.545,-4.87614,-0.0387813,-0.0230671,-0.0104657,149.379,-56.4976,4.87557,4895.75,280.603,-1.36228
5259565209225662848,30.0497,-159.415,-3.5223,0.037013,-0.0251994,-0.0355408,149.613,-56.4479,6.16293,5323,280.675,-1.24386
5259575448428902144,31.8371,-172.333,-6.10483,-0.00729935,-0.00244774,-0.0101663,148.472,-56.9112,5.7027,5725.51,280.467,-1.9951
5259580396231206144,38.0964,-204.699,-6.35771,0.0179706,-0.036056,-0.0188839,148.86,-56.7653,4.80053,5658,280.543,-1.74896
5259591322627668608,30.2292,-166.805,-5.42071,-0.00168774,-0.00594048,0.00881354,148.38,-56.6618,5.89594,5034.88,280.272,-1.8315
5259600423648086784,26.6624,-147.461,-4.10485,0.0215276,-0.0250145,-0.0250722,148.644,-56.4421,6.67074,4152,280.249,-1.56909
5259616164719631104,38.0153,-207.168,-5.01482,0.0523915,-0.0301879,-0.0502362,149.085,-56.3731,4.74639,5005,280.398,-1.3639
5259617058072846336,38.3526,-210.177,-4.84491,-0.0356922,-0.0146056,-0.00836984,149.076,-56.2871,4.67941,5983.25,280.341,-1.29908
5259632588674151808,36.2154,-205.882,-4.83145,0.00701678,-0.0756184,-0.0164839,148.534,-56.0808,4.78243,5498.33,279.976,-1.324
5259656365597310080,42.8733,-206.333,-4.1165,-0.0258422,0.000445589,-0.0429717,151.299,-56.9862,4.74427,6003.5,281.738,-1.11905
5259673579833604096,41.7221,-205.637,-4.16468,-0.0245402,0.00968228,0.00683912,150.883,-56.8412,4.7649,4926.61,281.469,-1.13707
5259683681597442432,32.9951,-159.256,-2.4201,0.0191378,0.00681812,-0.0102065,151.537,-56.7513,6.14793,4213.19,281.705,-0.852514
5259694264396784256,42.2162,-205.027,-3.54537,-0.0346625,-0.00584231,-0.0803422,151.307,-56.8052,4.77651,4987.5,281.635,-0.970321
5259723264016700032,34.8722,-173.538,-3.06752,-0.0746755,-0.00967104,-0.0183263,150.882,-56.6616,5.64863,4809.38,281.362,-0.992831
5259725390016476928,30.4861,-153.043,-2.94623,-0.0805676,-0.0790839,-0.0485231,150.645,-56.6754,6.40706,5529.67,281.266,-1.08162
5259751164121481216,35.8378,-180.228,-2.41213,-0.0120765,-0.0193931,0.00626636,150.973,-56.3992,5.44151,5252,281.246,-0.752066
5259784591846484608,40.4109,-193.687,-1.58268,-0.0247732,-0.0409354,-0.0249309,152.074,-56.4783,5.05398,4706.55,281.785,-0.458304
5259817306622152576,41.6933,-209.731,-0.462229,-0.0515427,-0.000122096,-0.0212339,151.635,-55.8905,4.67649,4955.46,281.243,-0.123851
5259817822019373696,37.3237,-180.225,-0.531137,-0.0069867,0.0119155,-0.00229716,152.256,-56.1904,5.43331,4966,281.7,-0.165346
5259820502078996864,38.1989,-184.763,-0.0196856,-0.0426143,-0.0308868,-0.015731,152.393,-56.0493,5.30024,5778.53,281.681,-0.00597814
5259848810196119808,32.5702,-162.985,0.450108,-0.0321076,-0.00841636,-0.0160532,152.008,-55.6976,6.01654,5789.42,281.301,0.155163
5259858366511173888,36.7495,-188.013,-1.60178,-0.0204385,-0.0136227,-0.0111214,150.995,-56.0687,5.21982,4330.37,281.06,-0.479054
5259868330835369856,31.6268,-161.652,-0.444519,0.00490605,-0.0720304,0.0108451,151.353,-55.8133,6.07102,4133.79,281.07,-0.154623
5259980858981562752,27.1134,-147.152,-1.79661,0.0109053,-0.0132765,0.00127815,149.885,-55.8637,6.68272,3854.01,280.44,-0.687926
5259989513324747392,38.5177,-209.935,-1.87498,-0.0431647,-0.0187759,-0.00529874,150.023,-55.6906,4.685,5357.5,280.397,-0.503309
5260007315971643648,28.8927,-160.375,-2.4872,0.00453563,-0.00652045,-0.0109252,149.362,-55.873,6.1359,5386,280.213,-0.874436
5260049166143525632,32.2144,-182.783,-1.74672,-0.0212661,-0.0675317,-0.0640838,149.421,-55.4749,5.3877,5609.27,279.995,-0.539206
5260073660328210560,39.6857,-210.808,-0.682703,-0.00772574,-0.062181,-0.0293215,150.74,-55.5932,4.66175,5110.19,280.661,-0.182349
5260080291758398976,35.9702,-193.983,-0.178975,-0.0158709,-0.015926,-0.00320794,150.656,-55.3952,5.06869,4436,280.505,-0.0519771
5260102732985765888,39.7487,-212.811,0.574451,0.0193126,0.00258578,-0.0286636,150.975,-55.276,4.61912,5111.67,280.58,0.152032
5260124688857959040,35.6588,-198.238,0.823485,0.0507059,-0.0210314,0.0190475,150.524,-54.9817,4.96473,4567,280.197,0.234248
5260135855774356736,37.9125,-211.554,-0.944368,-0.00504986,-0.00664634,-0.0192341,149.96,-55.3472,4.65276,4828.63,280.16,-0.251754
5260139772784422144,35.6643,-201.519,-1.11781,0.0152832,-0.0205842,-0.0162732,149.721,-55.3205,4.88631,5585.8,280.036,-0.31295
5269972597868749568,37.2281,-156.628,-50.3094,-0.0407999,-0.0014358,0.0128551,127.212,-69.4642,5.92875,4938.07,283.37,-17.3538
5270032521252443904,40.6955,-174.485,-54.578,0.0156452,-0.0881053,-0.0304348,127.849,-69.0493,5.33914,4424,283.129,-16.9418
5270233667456825472,35.7409,-158.356,-50.6385,-0.0154959,-0.00900469,0.0057955,126.367,-68.9186,5.88049,5589,282.719,-17.3243
5270235557245241984,33.3214,-148.106,-47.243,0.0369803,-0.0236776,-0.0222489,126.403,-68.867,6.28974,4323.99,282.68,-17.2863
5270980609514401664,32.0336,-153.567,-52.5992,0.00148559,-0.0135102,-0.0126987,122.231,-68.7395,6.04392,5921.97,281.783,-18.5363
5271032943692729472,34.6692,-171.287,-57.0145,-0.0553587,-0.00354982,-0.0242023,122.942,-68.2343,5.43994,5978.5,281.442,-18.0686
5271037513537928320,31.79,-158.928,-52.8108,-0.036109,-0.02142,-0.00306984,122.832,-68.1148,5.86635,5509.75,281.311,-18.0476
5271072350014805632,34.5839,-168.383,-54.5814,-0.00966578,-0.00482666,-0.0272119,124.212,-68.1513,5.54462,6159.95,281.606,-17.6158
5271104888687006080,36.816,-181.465,-56.8273,0.0128817,-0.0276012,-0.00890637,125.314,-67.7593,5.16298,5039.8,281.469,-17.0615
5271113616060585216,34.8426,-171.329,-56.0801,-0.0342517,-0.0369245,-0.0137313,123.679,-68.1414,5.44632,5887.71,281.495,-17.784
5271124237518296576,30.4815,-151.205,-48.5193,0.010899,-0.0887789,-0.00673611,124.307,-67.9017,6.18438,5394.2,281.398,-17.4613
5271128154528440576,33.7177,-168.547,-54.1846,0.0532036,-0.0147753,-0.00350643,124.12,-67.8488,5.54862,5837.69,281.313,-17.4966
5271165709722124288,28.6237,-145.314,-46.3749,-0.0106775,-0.0139307,-0.0135218,124.162,-67.6539,6.44344,4386.63,281.143,-17.3864
5271167011093957248,34.0172,-172.805,-54.6608,-0.0279094,-0.0493969,-0.0100916,124.482,-67.5765,5.42273,5017.47,281.136,-17.2422
5271316785193291008,28.3904,-153.188,-50.4236,0.00868207,0.0100777,-0.0217058,122.133,-67.3806,6.10674,4996.67,280.499,-17.9341
5271462371702994688,31.3566,-177.263,-55.1146,0.0418595,-0.0257847,-0.0139983,123.626,-66.5508,5.31172,5710.47,280.031,-17.0229
5271474225811200256,34.6091,-145.117,-44.45,0.000273353,-0.00112938,-0.0163707,129.089,-69.0872,6.42393,5697.7,283.414,-16.5914
5271538749103153920,41.9702,-181.977,-56.6219,-0.0140204,-0.00140111,-0.00545435,127.823,-68.895,5.12429,5484,282.987,-16.8668
5271547137174710144,39.9306,-174.023,-53.42,-0.050235,-0.0157187,-0.00914572,128.22,-68.7299,5.36579,5891.9,282.923,-16.6569
5271557616898697472,33.8342,-150.317,-46.5657,-0.0343899,-0.0127524,-0.0172969,127.513,-68.6236,6.2127,5361.63,282.685,-16.816
5271605170777057792,38.6397,-164.191,-47.9666,-0.00842873,-0.0443092,-0.07609,130.473,-68.5476,5.70244,5025.8,283.243,-15.8742
5271641214142775296,38.0733,-163.876,-46.5341,-0.00180701,-0.0125719,0.00845388,131.142,-68.1808,5.72877,6400.76,283.079,-15.461
5271681758634195712,39.1071,-173.889,-50.3298,0.0292123,-0.0261575,0.00794557,129.866,-68.0385,5.39951,4698.53,282.675,-15.7688
5271727079128489856,34.2461,-155.971,-43.0366,0.0241546,-0.0210845,-0.012661,130.922,-67.4151,6.04654,6543.41,282.384,-15.0832
5271745942624950272,34.8368,-155.771,-48.5664,-0.0118644,0.000305896,-0.0201246,127.154,-68.6168,5.99362,6968.84,282.606,-16.9231
5271785009647409536,34.2666,-156.041,-46.9529,0.00161615,-0.0287432,-0.0132299,128.094,-68.1456,6.00542,5963.67,282.386,-16.3779
5271837751845036032,31.852,-151.723,-46.9975,-0.0514403,-0.0582438,0.000645104,126.269,-67.9757,6.17295,5490.67,281.856,-16.8647
5271853454245893760,37.5982,-177.273,-52.8159,-0.0604285,-0.0196309,0.0109053,127.813,-67.7443,5.29783,5473.75,281.975,-16.2489
5271895682364450304,39.2372,-180.911,-52.0295,-0.0293127,-0.0220055,-0.00572087,129.389,-67.6512,5.20049,4726.88,282.237,-15.6987
5272008382305892352,35.4825,-174.674,-47.9468,0.0313032,-0.0247736,-0.029116,129.694,-66.6877,5.41777,5000,281.483,-15.0561
5272029337447564544,34.4432,-149.462,-40.7322,-0.00756024,-0.00817704,-0.00394021,132.254,-67.754,6.30136,4838,282.977,-14.8725
5272053359204648576,39.6869,-175.824,-47.4094,-0.0353766,-0.0177449,-0.00168068,132.151,-67.473,5.36544,5742.97,282.72,-14.7364
5272066587703983360,43.8184,-192.998,-51.1552,-0.0320429,-0.00113073,0.00295666,132.768,-67.3823,4.89203,5681.5,282.792,-14.4925
5272086134096158208,35.3877,-159.564,-42.0091,0.00912243,0.0139476,-0.00679728,132.495,-67.1136,5.92582,5025.5,282.505,-14.4147
5272086207114220288,37.3356,-168.491,-44.367,0.00946693,0.0160312,-0.00811468,132.473,-67.1073,5.61199,5820.25,282.494,-14.4176
5272100084148977152,39.9152,-180.425,-49.1833,0.028433,-0.025886,0.043201,131.432,-67.3816,5.22956,5117.2,282.475,-14.9044
5272114966214833152,33.4976,-153.19,-41.8616,-0.0607372,-0.0583269,0.00210396,131.137,-67.2971,6.1614,5225.6,282.335,-14.947
5272135169741342464,40.9672,-186.852,-49.3307,0.0253752,-0.0119145,0.00288358,132.195,-67.0341,5.06204,5936.5,282.366,-14.4606
5272195054467630848,35.4872,-161.317,-40.6933,-0.0254007,-0.00908906,0.0124648,133.51,-66.6886,5.87845,6448,282.407,-13.8401
5272209004521399040,31.214,-140.352,-34.5354,-0.0063334,-0.0338401,0.00840473,134.371,-66.5821,6.76269,5633,282.538,-13.5063
5272221687563524992,36.0178,-164.268,-40.5924,-0.0118052,-0.028413,-0.0405753,133.984,-66.4917,5.78036,5035.53,282.367,-13.5703
5272235465818959232,35.398,-163.354,-39.4499,-0.0450016,-0.0026576,-0.00185123,134.338,-66.204,5.82284,4859.21,282.227,-13.28
5272243845296091520,39.4063,-183.821,-47.0158,-0.0325704,-0.0348866,0.00448683,132.65,-66.575,5.1603,5357.33,282.1,-14.041
5272268760404579968,37.3467,-177.009,-44.4821,-0.0366809,-0.0389984,-0.018877,132.828,-66.2943,5.36785,5980,281.914,-13.8142
5272272265097746944,29.3666,-140.591,-34.9234,0.063082,0.0055575,0.0159242,132.949,-66.1153,6.76545,5608.2,281.798,-13.6666
5272318856903136000,38.4551,-180.686,-48.4098,-0.0332649,0.00802308,0.0188818,131.219,-66.8927,5.23641,6290.13,282.015,-14.6843
5272368060048050176,29.5103,-144.369,-37.8007,0.0467866,-0.0218845,-0.0196085,131.161,-66.3564,6.57353,4337.08,281.553,-14.3878
5272417808650174592,28.3498,-140.748,-37.2694,-0.00888207,-0.0332704,0.00560704,130.598,-66.3231,6.74158,5049.64,281.388,-14.5518
5272423825903503360,32.9848,-163.933,-42.4519,0.0187365,-0.0519974,0.0167848,131.199,-66.1343,5.79634,5835.25,281.377,-14.2448
5272471925238494592,37.8931,-187.458,-47.9611,-0.112495,-0.0516702,-0.00595985,131.603,-66.0759,5.07173,5725,281.428,-14.0782
5272498936292377600,34.2468,-169.058,-40.8719,-0.0215615,-0.0249765,-0.00357225,133.095,-65.643,5.64117,5189,281.452,-13.3304
5272505017965974272,29.6899,-147.551,-36.0878,-0.00407154,-0.0245753,-0.0185778,132.694,-65.679,6.46103,5499.5,281.377,-13.4835
5272510962200797568,37.758,-187.267,-45.2718,0.055238,-0.0100726,0.0356471,133.017,-65.6039,5.09355,5403.69,281.4,-13.332
5272519036738839808,29.578,-146.76,-37.5082,-0.0459145,-0.0159097,-0.00245672,131.582,-66.0423,6.47927,5629,281.395,-14.0652
5272540369836406016,29.7717,-152.4,-38.413,-0.0398153,-0.0151363,-0.000946672,131.437,-65.6747,6.2515,5998.4,281.054,-13.8947
5272572363052713984,32.1967,-165.338,-40.5341,0.013711,-0.0678463,-0.00801486,132.095,-65.4304,5.77195,4671.66,281.019,-13.5304
5272628846162610688,35.9898,-177.096,-53.3088,-0.04575,-0.0338871,0.0125082,126.742,-67.4493,5.30743,5627.57,281.487,-16.4353
5272638299389664640,30.0391,-149.127,-43.973,-0.0102686,-0.00732386,-0.0171333,127.298,-67.2026,6.31509,5482.37,281.389,-16.1226
5272649535023726720,34.5281,-174.871,-51.9981,0.0620361,-0.0107351,0.015806,126.703,-67.0992,5.3857,4952.5,281.169,-16.2629
5272666543094431616,32.7889,-166.804,-51.2927,-0.0435167,-0.019132,-0.0151731,125.479,-67.3346,5.6317,5038,281.121,-16.79
5272674136596198400,35.8764,-184.03,-56.0728,0.0673836,0.00356219,0.0123886,125.675,-67.1891,5.10988,5224.09,281.031,-16.6501
5272718632457490432,34.4291,-181.688,-54.2077,-0.0121402,-0.00501809,-0.00953111,125.974,-66.7801,5.18934,5563.7,280.73,-16.338
5272829408254978944,26.5092,-141.139,-39.9796,-0.00651749,-0.028787,0.0124763,127.515,-66.2888,6.70832,5024.25,280.638,-15.557
5272855418576168320,28.5078,-152.411,-42.602,0.0264097,-0.0234999,-0.0140758,127.861,-66.1483,6.2189,4984.14,280.595,-15.3632
5272882077435260672,28.8583,-152.93,-46.2651,0.0145025,-0.0634917,-0.0185363,125.444,-66.8572,6.15914,4890.11,280.686,-16.5561
5272912627541183360,26.7879,-144.186,-42.9041,-0.0961871,-0.0505919,0.0571536,125.781,-66.5959,6.54448,5784.25,280.525,-16.3071
5272924065037556352,29.3557,-159.181,-47.584,-0.00469569,-0.0289821,-0.0173665,125.525,-66.5724,5.92716,4928,280.449,-16.3819
5272924069334108288,29.6896,-160.962,-48.1156,-0.00546063,-0.0305493,-0.0192299,125.528,-66.5738,5.86158,5395,280.451,-16.3816
5272925920460552064,33.1086,-180.216,-53.5054,-0.0257934,-0.0229443,-0.00456473,125.699,-66.4868,5.23877,5066.01,280.41,-16.2783
5272948705266049664,29.9477,-166.714,-50.787,-0.0137757,-0.00412028,0.0266791,124.532,-66.5115,5.65507,4541.11,280.184,-16.6907
5272954786939746432,31.9013,-178.104,-54.112,-0.0172616,-0.0585114,-0.0435449,124.585,-66.4671,5.29502,5357.5,280.155,-16.65
5272958085474492032,29.6798,-167.265,-50.397,-0.06714,-0.0510204,-0.0386323,124.744,-66.3264,5.64347,4950.66,280.062,-16.5238
5272995331430797056,32.8308,-187.813,-56.2372,-0.0765485,-0.051191,-0.00595273,124.759,-66.1597,5.03064,5828.33,279.915,-16.4339
5273029038335338496,30.5012,-169.475,-47.7348,-0.020014,-0.0215038,0.00939818,127.086,-65.9021,5.59622,4950.5,280.203,-15.4938
5273038349824544896,28.9928,-161.197,-45.9904,-0.00450063,-0.00661375,0.0248089,126.682,-65.9994,5.87826,5874.43,280.196,-15.6847
5273039208817868544,26.4332,-147.453,-42.0041,-0.00023062,-0.054481,-0.00910913,126.686,-65.9611,6.42753,4159.16,280.163,-15.6632
5273085525744982656,26.528,-151.128,-43.4736,0.0462682,0.0106897,-0.000910222,126.103,-65.8745,6.27045,5143.19,279.956,-15.819
5273098032689530624,32.7084,-188.924,-53.1074,-0.0175066,-0.0175442,-0.00231574,126.632,-65.5865,5.02629,4904,279.822,-15.4819
5273098131471348608,32.5036,-188.032,-52.9956,-0.123656,-0.0174041,-0.00613052,126.532,-65.5954,5.0494,5788,279.807,-15.5213
5273117583380828800,30.8214,-175.879,-49.2072,0.0402443,-0.019455,0.00902788,126.931,-65.642,5.39912,5339,279.94,-15.4071
5273146548639808640,29.8017,-177.018,-48.1849,-0.0404238,-0.0151766,0.00320061,127.222,-65.1245,5.38029,4990,279.556,-15.0255
5273186921332972800,36.7877,-195.447,-51.773,-0.090644,-0.0436746,0.00445528,129.518,-65.7693,4.866,5141,280.66,-14.5916
5273202928671312896,27.9889,-146.147,-37.5493,0.0160175,0.0130654,-0.000134016,130.618,-65.6659,6.51605,4756.08,280.842,-14.1625
5273216363329006720,31.2874,-165.893,-42.6024,-0.0230122,-0.0036568,0.00675254,130.396,-65.5393,5.74349,4822,280.681,-14.1633
5273219180827549184,36.8784,-197.305,-50.7603,-0.0941809,-0.103366,-0.0130276,130.213,-65.4821,4.82996,5442.18,280.587,-14.1919
5273289961890854656,30.4481,-171.196,-44.2252,-0.0141922,-0.036426,-0.0159987,129.391,-65.1285,5.57355,5177.5,280.085,-14.27
5273334084093342208,27.8453,-148.841,-36.5395,-0.077243,-0.0379309,-0.00165796,131.438,-65.1224,6.41972,4617.88,280.596,-13.5665
5273347827988558848,36.317,-196.801,-48.028,-0.055188,-0.0460038,-0.0164888,131.381,-64.97,4.85893,6055,280.456,-13.4953
5273400020430871424,36.4402,-201.649,-49.4564,-0.0682747,-0.0127346,-0.0166868,130.953,-64.8473,4.74386,5688.91,280.243,-13.5689
5273413798685730304,24.4396,-138.05,-33.0353,-0.0120583,-0.0389742,-0.0340245,131.262,-64.5039,6.94271,5761.5,280.039,-13.2591
5273424789503096960,26.0892,-150.403,-36.2516,-0.0478117,-0.0427702,0.019519,130.809,-64.4075,6.37372,4970,279.841,-13.3593
5273446577876395008,34.403,-193.803,-51.0126,-0.00367639,-0.0530331,-0.04316,128.856,-65.2605,4.91797,4962.09,280.066,-14.5295
5273527460699764736,25.6285,-155.132,-42.0126,-0.0394982,-0.0462757,-0.0171482,127.134,-64.9464,6.14435,4474,279.381,-14.9597
5273551134559569408,32.2399,-192.223,-48.9602,-0.0176199,-0.000782188,-0.000481314,128.987,-64.5827,4.97603,5811,279.521,-14.1007
5273552165351644416,33.23,-199.277,-50.7078,-0.0211283,-0.0195368,0.00246772,128.939,-64.5333,4.80088,4672.46,279.467,-14.0898
5273577797718248704,29.7229,-170.318,-42.8959,0.0193445,-0.0622215,-0.0244233,129.797,-64.7886,5.61375,4440.85,279.899,-13.9342
