absolute_g_mag, bp-rp, mass
     -2.50800,    -0.288000,      5.91900
     -2.49000,    -0.283000,      5.91900
     -2.48300,    -0.275000,      5.91900
     -2.50300,    -0.266000,      5.91900
     -2.58000,    -0.250000,      5.92000
     -2.67000,    -0.239000,      5.92000
     -2.76800,    -0.226000,      5.92000
     -2.86300,    -0.214000,      5.92000
     -2.95100,    -0.203000,      5.92100
     -3.05300,    -0.188000,      5.92100
     -3.12800,    -0.175000,      5.92100
     -3.20000,    -0.162000,      5.92100
     -3.26700,    -0.150000,      5.92200
     -3.33000,    -0.136000,      5.92200
     -3.39000,    -0.123000,      5.92200
     -3.44700,    -0.108000,      5.92200
     -3.50100,   -0.0949998,      5.92300
     -3.55300,   -0.0809999,      5.92300
     -3.60100,   -0.0660000,      5.92300
     -3.64700,   -0.0520000,      5.92300
     -3.69100,   -0.0369999,      5.92300
     -3.73200,   -0.0210001,      5.92300
     -3.77000,  -0.00300002,      5.92400
     -3.80300,    0.0170000,      5.92400
     -3.83200,    0.0390000,      5.92400
     -3.85500,    0.0660000,      5.92400
     -3.87300,    0.0969999,      5.92400
     -3.88300,     0.132000,      5.92400
     -3.88600,     0.173000,      5.92400
     -3.88300,     0.218000,      5.92400
     -3.87500,     0.267000,      5.92400
     -3.86400,     0.321000,      5.92500
     -3.85000,     0.377000,      5.92500
     -3.83400,     0.434000,      5.92500
     -3.81400,     0.491000,      5.92500
     -3.79100,     0.548000,      5.92500
     -3.76600,     0.606000,      5.92500
     -3.73100,     0.676000,      5.92500
     -3.70100,     0.733000,      5.92500
     -3.66800,     0.792000,      5.92500
     -3.63200,     0.850000,      5.92500
     -3.59300,     0.908000,      5.92500
     -3.54900,     0.966000,      5.92500
     -3.49400,      1.02200,      5.92500
     -3.43100,      1.07700,      5.92500
     -3.34100,      1.13300,      5.92600
     -3.24900,      1.17600,      5.92600
     -3.15600,      1.21900,      5.92600
     -3.08900,      1.26400,      5.92600
     -3.08400,      1.27900,      5.92600
     -3.11500,      1.32800,      5.92600
     -3.17300,      1.36500,      5.92600
     -3.24700,      1.40100,      5.92600
     -3.32000,      1.43200,      5.92600
     -3.38800,      1.45900,      5.92700
     -3.40500,      1.46500,      5.92600
     -3.44700,      1.48100,      5.92700
     -3.48700,      1.49700,      5.92700
     -3.52000,      1.51100,      5.92700
     -3.60800,      1.54600,      5.92700
     -3.68700,      1.57800,      5.92700
     -3.76600,      1.61100,      5.92800
     -3.84500,      1.64300,      5.92900
     -3.92100,      1.67400,      5.92900
     -3.99700,      1.70700,      5.93000
     -4.05300,      1.73400,      5.93000
     -4.08700,      1.75300,      5.93200
     -4.07700,      1.74400,      5.93500
     -4.01400,      1.70200,      5.94600
     -3.95700,      1.67400,      5.95200
     -3.88800,      1.64200,      5.95800
     -3.82500,      1.61200,      5.96300
     -3.74600,      1.57700,      5.96900
     -3.68200,      1.55000,      5.97400
     -3.61200,      1.51900,      5.98100
     -3.54900,      1.48600,      5.98900
