absolute_g_mag,bp-rp,mass
0.352,-0.185,2.225
0.223,-0.194,2.314
0.1,-0.203,2.397
-0.017,-0.21,2.477
-0.13,-0.217,2.553
-0.203,-0.223,2.602
-0.238,-0.224,2.625
-0.34,-0.231,2.694
-0.44,-0.236,2.76
-0.536,-0.243,2.823
-0.63,-0.247,2.885
-0.72,-0.253,2.944
-0.808,-0.258,3
-0.827,-0.259,3.013
-0.894,-0.262,3.055
-0.977,-0.266,3.108
-1.019,-0.268,3.135
-1.059,-0.271,3.16
-1.137,-0.274,3.208
-1.293,-0.282,3.305
-1.355,-0.285,3.343
-1.572,-0.292,3.473
-1.661,-0.296,3.525
-1.836,-0.302,3.625
-2,-0.307,3.716
-2.011,-0.308,3.722
-2.091,-0.31,3.766
-2.234,-0.315,3.843
-2.348,-0.318,3.902
-2.45,-0.32,3.954
-2.575,-0.322,4.016
-2.679,-0.325,4.066
-2.688,-0.324,4.07
-2.733,-0.326,4.092
-2.888,-0.328,4.163
-3.037,-0.329,4.228
-3.041,-0.329,4.229
-3.129,-0.332,4.262
-3.286,-0.334,4.318
-3.44,-0.332,4.369
-3.587,-0.329,4.414
-3.758,-0.326,4.47
-3.92,-0.325,4.523
-3.928,-0.324,4.525
-4.03,-0.323,4.557
-4.174,-0.321,4.598
-4.313,-0.317,4.636
-4.449,-0.314,4.669
-4.551,-0.311,4.693
-4.683,-0.307,4.724
-4.743,-0.309,4.761
-4.72,-0.313,4.771
-4.688,-0.316,4.781
-4.661,-0.322,4.796
-4.651,-0.324,4.811
-4.648,-0.325,4.818
-4.635,-0.324,4.809
-4.636,-0.324,4.801
-4.663,-0.321,4.793
-4.704,-0.317,4.792
-4.748,-0.314,4.791
-4.801,-0.311,4.792
-4.85,-0.308,4.793
-4.903,-0.304,4.795
-4.96,-0.3,4.797
-5.02,-0.297,4.798
-5.085,-0.293,4.8
-5.136,-0.29,4.801
-5.193,-0.285,4.802
-5.259,-0.278,4.803
-5.335,-0.269,4.804
-5.402,-0.263,4.804
-5.466,-0.259,4.805
-5.532,-0.255,4.805
-5.579,-0.253,4.805
-5.627,-0.249,4.805
-5.677,-0.246,4.804
-5.73,-0.242,4.804
-5.785,-0.238,4.803
-5.842,-0.233,4.802
-5.902,-0.229,4.801
-5.965,-0.222,4.8
-6.032,-0.211,4.799
-6.102,-0.199,4.797
-6.174,-0.189,4.795
-6.211,-0.19,4.794
-6.249,-0.19,4.793
-6.289,-0.19,4.792
-6.329,-0.189,4.79
-6.371,-0.187,4.789
-6.414,-0.183,4.787
-6.459,-0.177,4.786
-6.505,-0.17,4.784
-6.554,-0.16,4.782
-6.603,-0.151,4.78
-6.655,-0.144,4.778
-6.709,-0.138,4.775
-6.764,-0.133,4.773
-6.825,-0.125,4.769
-6.886,-0.117,4.766
-6.951,-0.108,4.761
-7.018,-0.097,4.756
-7.091,-0.069,4.748
-7.16,-0.048,4.737
-7.23,0.011,4.725
-7.292,0.057,4.711
-7.373,0.128,4.707
-7.509,0.294,4.717
-7.674,0.594,4.736
-7.706,0.767,4.733
-7.709,0.876,4.727
-7.704,1.009,4.72
-7.68,1.158,4.709
-7.64,1.318,4.696
-7.567,1.495,4.673
-7.474,1.722,4.647
-7.309,2.128,4.615
-7.203,2.397,4.621
-7.232,2.456,4.646
-7.271,2.5,4.67
-7.307,2.519,4.692
-7.369,2.55,4.729
-7.679,2.55,4.92
-7.652,2.575,4.897
-7.614,2.581,4.872
-7.554,2.585,4.833
-7.528,2.591,4.81
-7.636,2.453,4.792
-7.979,0.687,4.849
-7.947,0.514,4.855
-7.931,0.461,4.857
-7.921,0.43,4.858
-7.917,0.417,4.858
-7.914,0.408,4.858
-7.912,0.404,4.858
-7.911,0.399,4.859
-7.91,0.396,4.859
-7.908,0.391,4.859
-7.907,0.387,4.859
-7.905,0.381,4.859
-7.903,0.375,4.859
-7.901,0.368,4.86
-7.898,0.361,4.86
-7.895,0.352,4.86
-7.892,0.344,4.86
-7.888,0.334,4.861
-7.884,0.324,4.861
-7.879,0.312,4.861
-7.874,0.299,4.862
-7.868,0.284,4.862
-7.861,0.268,4.863
-7.854,0.252,4.864
-7.845,0.235,4.864
-7.825,0.195,4.866
-7.774,0.121,4.871
-7.768,0.115,4.871
-6.41,-0.204,4.935
-6.418,-0.203,4.935
-6.44,-0.2,4.937
-6.507,-0.191,4.94
-6.57,-0.19,4.943
-6.615,-0.19,4.943
-6.656,-0.19,4.943
-6.696,-0.19,4.944
-6.739,-0.187,4.944
-6.776,-0.185,4.944
-6.823,-0.181,4.945
-6.864,-0.177,4.945
-6.882,-0.175,4.945
-6.892,-0.172,4.945
-6.942,-0.163,4.945
-6.983,-0.156,4.945
-7.017,-0.151,4.945
-7.059,-0.146,4.945
-7.096,-0.142,4.945
-7.133,-0.139,4.945
-7.17,-0.135,4.945
-7.209,-0.131,4.945
-7.239,-0.127,4.945
-7.27,-0.124,4.944
-7.302,-0.12,4.944
-7.335,-0.117,4.944
-7.371,-0.113,4.943
-7.408,-0.108,4.943
-7.447,-0.103,4.942
-7.491,-0.094,4.941
-7.509,-0.089,4.941
-7.62,-0.053,4.939
-7.781,0.018,4.933
-7.857,0.106,4.911
-7.895,0.183,4.897
-7.931,0.24,4.898
-7.964,0.275,4.903
-7.988,0.319,4.904
-8.014,0.369,4.905
-8.041,0.428,4.906
-8.066,0.489,4.907
-8.091,0.553,4.907
-8.113,0.632,4.908
-8.133,0.719,4.908
-8.152,0.813,4.908
-8.159,0.864,4.908
-8.166,0.919,4.908
-8.17,0.977,4.908
-8.174,1.04,4.907
-8.174,1.108,4.907
-8.172,1.179,4.906
-8.168,1.256,4.905
-8.159,1.346,4.904
-8.147,1.456,4.903
-8.131,1.602,4.901
-8.119,1.688,4.9
-8.102,1.797,4.899
-8.079,1.91,4.897
-8.055,2.018,4.895
-8.035,2.093,4.893
-8.006,2.195,4.891
-7.96,2.31,4.887
-7.912,2.395,4.883
-7.869,2.45,4.878
-7.817,2.503,4.87
-7.753,2.553,4.857
-7.687,2.572,4.84
-7.613,2.58,4.821
-7.591,2.596,4.823
-7.616,2.607,4.843
-7.651,2.603,4.868
-7.675,2.6,4.885
-7.73,2.594,4.924
-7.761,2.568,4.95
-7.818,2.519,4.997
-7.86,2.484,5.031
-7.89,2.426,5.065
-7.918,2.346,5.104
-7.946,2.265,5.143
-7.956,2.227,5.161
