absolute_g_mag, bp-rp, mass
      12.1080,      3.79500,     0.105000
      11.7900,      3.63900,     0.120000
      11.4600,      3.51300,     0.138000
      11.4200,      3.50100,     0.140000
      11.0750,      3.38400,     0.162000
      10.6510,      3.18400,     0.196000
      10.4150,      3.06900,     0.220000
      10.2630,      2.99600,     0.236000
      10.2410,      2.98500,     0.239000
      10.1410,      2.94200,     0.250000
      9.96400,      2.86200,     0.272000
      9.76100,      2.77500,     0.300000
      9.58500,      2.70500,     0.328000
      9.45500,      2.65000,     0.350000
      9.18200,      2.55000,     0.400000
      9.04400,      2.49700,     0.426000
      8.92900,      2.45600,     0.450000
      8.87800,      2.43600,     0.460000
      8.69300,      2.36900,     0.500000
      8.58700,      2.32800,     0.522000
      8.45300,      2.28000,     0.550000
      8.32300,      2.22900,     0.576000
      8.19800,      2.18300,     0.600000
      8.13500,      2.15800,     0.613000
      7.90700,      2.07400,     0.650000
      7.69600,      1.99200,     0.684000
      7.64300,      1.97800,     0.693000
      7.59700,      1.98400,     0.700000
      7.03100,      1.54100,     0.735000
      6.79300,      1.40900,     0.750000
      6.48000,      1.31800,     0.790000
      6.39600,      1.29400,     0.800000
      6.36000,      1.28400,     0.804000
      6.07600,      1.19900,     0.834000
      5.91900,      1.15200,     0.850000
      5.75300,      1.10300,     0.867000
      5.53100,      1.03900,     0.889000
      5.43000,      1.00900,     0.900000
      5.40000,      1.00100,     0.903000
      5.19100,     0.942000,     0.925000
      4.98000,     0.882000,     0.949000
      4.97400,     0.881000,     0.950000
      4.97300,     0.880000,     0.950000
      4.90400,     0.861000,     0.959000
      4.76200,     0.817000,     0.984000
      4.70700,     0.798000,      1.00000
      4.60600,     0.761000,      1.03200
      4.57800,     0.745000,      1.05000
      4.57100,     0.742000,      1.05500
      4.51600,     0.726000,      1.08400
      4.47300,     0.717000,      1.10000
      4.39000,     0.702000,      1.13000
      4.29600,     0.685000,      1.15000
      4.23100,     0.675000,      1.16400
      4.08100,     0.649000,      1.20000
      3.98600,     0.633000,      1.22100
      3.85200,     0.610000,      1.25000
      3.71700,     0.585000,      1.28000
      3.63000,     0.569000,      1.30000
      3.41900,     0.526000,      1.35000
      3.24700,     0.482000,      1.39400
      3.22200,     0.477000,      1.40100
      3.05700,     0.434000,      1.45100
      2.90000,     0.388000,      1.50000
      2.75200,     0.336000,      1.55000
      2.61200,     0.286000,      1.60000
      2.48100,     0.237000,      1.65000
      2.35800,     0.191000,      1.70000
      2.24400,     0.149000,      1.74900
      2.13800,     0.110000,      1.79900
      2.04200,    0.0790000,      1.84900
      1.95300,    0.0530000,      1.90000
      1.86900,    0.0300000,      1.95000
      1.79100,   0.00899994,      2.00100
      1.71800,  -0.00699997,      2.05000
      1.64700,   -0.0220001,      2.10000
      1.57900,   -0.0359999,      2.14900
      1.51300,   -0.0490000,      2.19900
      1.45100,   -0.0600001,      2.24900
      1.44500,   -0.0610000,      2.25500
      1.38900,   -0.0710000,      2.29900
      1.27000,   -0.0890000,      2.40000
      1.04900,    -0.119000,      2.60100
     0.947000,    -0.131000,      2.69800
     0.844000,    -0.143000,      2.80100
     0.764000,    -0.151000,      2.88300
     0.653000,    -0.163000,      3.00100
     0.477000,    -0.181000,      3.20000
     0.324000,    -0.197000,      3.38300
     0.310000,    -0.197000,      3.39900
     0.154000,    -0.212000,      3.59900
    0.0900000,    -0.219000,      3.68400
   0.00600000,    -0.226000,      3.79900
    -0.104000,    -0.237000,      3.95600
    -0.136000,    -0.240000,      4.00200
    -0.271000,    -0.251000,      4.19900
    -0.402000,    -0.263000,      4.39800
    -0.454000,    -0.268000,      4.48000
    -0.528000,    -0.274000,      4.59900
    -0.602000,    -0.280000,      4.71800
    -0.651000,    -0.284000,      4.79900
    -0.748000,    -0.292000,      4.96100
    -0.772000,    -0.294000,      5.00000
    -0.854000,    -0.300000,      5.13900
    -0.891000,    -0.302000,      5.20100
     -1.00900,    -0.311000,      5.40200
     -1.05000,    -0.314000,      5.47200
     -1.12500,    -0.319000,      5.60200
     -1.24100,    -0.326000,      5.80200
