Gaia_Source_ID,Name
5245345500221851264,HIP_50083
5251591482193162112,HIP_50520
5245074230075552128,HIP_50847
5232258082033470720,HIP_51991
5231963962676292224,HIP_53524
5337971005484302592,HIP_53701
5386385972741768576,HIP_54231
5240643988513309952,HIP_55188
5346659311958869248,HIP_55425
5383924166203787904,HIP_55899
5345011040956367104,HIP_56354
5233604915060520576,HIP_56379
5369911058009191424,HIP_56543
5333974693000397952,HIP_56561
5370222361543311744,HIP_56963
5344860820186969472,HIP_56993
5345251662208225920,HIP_57238
5370885431469026560,HIP_57710
5378351119718990720,HIP_57809
5332396137919486208,HIP_57851
5368481662840656512,HIP_58416
5377909459643206144,HIP_58452
5343524947923387520,HIP_58465
6126124064333995648,HIP_58680
5859187277060333184,HIP_58720
6126340152734132864,HIP_58859
5859476753533138944,HIP_58884
6126517517699891712,HIP_59173
6071348491003883136,HIP_59282
6072504073402829056,HIP_59397
6125358151409872256,HIP_59413
6054195353727048960,HIP_59502
6076730291172791040,HIP_59505
6130345536147985024,HIP_59724
6071060144084204032,HIP_59747
5860789299912353024,HIP_59898
6053327426699894912,HIP_60009
6130406279862056960,HIP_60084
5860587917472173056,HIP_60183
5859445146896955520,HIP_60320
6071548670839838848,HIP_60379
5842473841306561408,HIP_60561
6125993669126393856,HIP_60577
6077604196751119232,HIP_60710
6127435678624250240,HIP_60823
6053440057962585984,HIP_60851
6078777306935807616,HIP_61257
6074327823896969600,HIP_61265
5855593454566484608,HIP_61585
6073430622416839296,HIP_61639
6073430618114925824,HIP_61639
5855753399177548416,HIP_61684
6127782196588876160,HIP_61782
5859941164119878400,HIP_61796
6056324729772558080,HIP_62002
6073279508288863744,HIP_62026
6073260816590518656,HIP_62058
6060946629969578240,HIP_62179
5861737452519035264,HIP_62205
5855802671045627648,HIP_62322
6061204980818751872,HIP_62327
6075027731770280960,HIP_62703
6060547163653418112,HIP_63003
6060547331128876928,HIP_63005
6057088443681190272,HIP_63007
6073847509116962944,HIP_63204
6081364732673284864,HIP_63210
5857261551179958016,HIP_63236
5862028930545927936,HIP_63839
6085229378603010688,HIP_63945
6081542475600377472,HIP_64004
6067992334818940032,HIP_64053
6080068545902295040,HIP_64320
6061917808001384192,HIP_64425
6061917807969843584,HIP_64425
5845487808865581568,HIP_64661
6088264477373916032,HIP_64892
6087790141185325440,HIP_64925
6080644380758638976,HIP_64933
5845528834395855360,HIP_65021
6083262244920009088,HIP_65089
6068270408181443712,HIP_65112
6088297737601081856,HIP_65178
6080612151322801024,HIP_65219
5869474548409857024,HIP_65271
6067363547301705856,HIP_65394
6070080754075553792,HIP_65426
6083818876983656576,HIP_65822
6084120933444617216,HIP_65965
6087637068551279360,HIP_66068
6084002083108541952,HIP_66454
6108418181912503168,HIP_66566
6065465416585525504,HIP_66651
6069592570910476288,HIP_67036
6065011902400559872,HIP_67199
6066280292134950528,HIP_67260
5872473775555530880,HIP_67919
5228361962579665152,HIP_55334
5235080528392956544,HIP_56227
5373542268179798400,HIP_56420
5233727510607269888,HIP_56673
5372109535808320896,HIP_56814
5369414461016305408,HIP_57524
5344474032612656000,HIP_57595
5343610331876174336,HIP_57950
5344203861993131648,HIP_58075
5334680613863027200,HIP_58146
5344333501282921216,HIP_58167
5341470132513014272,HIP_58220
6075374902576831616,HIP_58528
6125307127202400512,HIP_58899
6058590685796933504,HIP_58921
6126370801621215872,HIP_58996
6070901195910313088,HIP_59084
6126298474370909696,HIP_59481
6072437935220930560,HIP_59603
6131118832116740992,HIP_59693
6075548419252906368,HIP_59716
6054163296087784960,HIP_59764
6054493694983536384,HIP_59781
6072902994276659200,HIP_59960
6077460779209377920,HIP_60205
6130200057015321728,HIP_60245
6125889730915656832,HIP_60348
6053693083047384576,HIP_60459
6059357762620521472,HIP_60513
6077572650203568256,HIP_60567
6072808986031310208,HIP_60885
5861209416444946816,HIP_60913
6059507987719518976,HIP_61049
6078838913938927616,HIP_61086
6054752668651631872,HIP_61087
6079081150101138560,HIP_61241
6131801908017280896,HIP_61248
6079323317537098240,HIP_62032
6079381076258791552,HIP_62056
6075075594872297216,HIP_62134
6074418190015757056,HIP_62171
6060053001894433152,HIP_62427
6060057503020288640,HIP_62428
6059865260290146816,HIP_62431
6078309189863610880,HIP_62445
6079490168425944448,HIP_62657
6127986911906871168,HIP_62674
5857286904334694656,HIP_62677
6078376191351627008,HIP_63022
5862730792572288512,HIP_63041
6080990452042301568,HIP_63272
6081380881750883072,HIP_63435
6084425360726815360,HIP_63439
6080156781711670272,HIP_63527
5858331788337047680,HIP_63797
6086135822861167872,HIP_63836
5862081981988722048,HIP_63847
6057045425291352704,HIP_63886
6066373956805146624,HIP_63962
6086467149517306368,HIP_63975
6086467153818936576,HIP_63975
6080080090775083392,HIP_64044
6055854551117476480,HIP_64184
6081840374529423104,HIP_64216
6080710214014917504,HIP_64316
5863295048178769792,HIP_64322
5869404140942539008,HIP_64877
6061991269115435136,HIP_64995
6083337668849134848,HIP_65136
6063860919887691136,HIP_65423
6083457996661174784,HIP_65517
5869786534829558272,HIP_65617
5870290798365685248,HIP_65875
5870273893372957440,HIP_65891
6069964029740148352,HIP_66001
5870332648501878400,HIP_66285
6108047680853488896,HIP_66782
5850195711494094976,HIP_66941
6069207157727164800,HIP_67003
6070549833223189632,HIP_67068
5865593822062087168,HIP_67230
6065047911406764288,HIP_67428
5866438796764302208,HIP_68534
