Gaia_Source_ID,Name
6243217104889830912,J16001844-2230114
6235562304934468864,J15560512-2556088
6235685931272364672,J15561818-2526305
6245816620951869056,J16130235-1904450
6043228000066913408,J16004265-2623294
6242532899415488000,J16082229-2217029
6246733617950687104,J15575603-2035104
6243323448279638528,J16054338-2150195
6246957265486134784,J15575194-2012338
6049821977446383616,J16093035-2443379
6247168646599736064,J16015976-1952202
6050561914417776256,J16194880-2224472
6048670342100191360,J16164511-2559575
6052083879028407808,J16195286-2202584
6243614921939322368,J16004277-2127380
6237347843096792192,J15564019-2309291
6246930842846610944,J15570851-2022178
6245725881177039232,J16090405-1934000
6049521638979538816,J16134880-2509006
6049703024036724480,J16141484-2427081
6242857530223444608,J16090884-2217466
6235684556882813184,J15563398-2530084
6052009112237997440,J16222160-2217307
6243124436675563904,J16024575-2304509
6247060172904818304,J16013447-2038015
6049824932390484992,J16100229-2434185
6049608672195052416,J16154777-2503295
6242515135430536832,J16060171-2226534
6236079315918224896,J15585351-2512334
6237175185413794176,J15583989-2307106
6049614307192716288,J16162518-2459194
6049840428632429824,J16084740-2430150
6244135540690909568,J16085746-2022472
6244289334880315264,J16202724-2126068
6050566999658783872,J16194309-2216175
6048675908377862528,J16165062-2551466
6235404525017276544,J15591452-2606182
6049660898997650176,J16165130-2433277
6050295282845046272,J16205095-2253399
6245694751258010752,J16124410-1930102
6235355661166851200,J15570350-2610081
6048703975985484544,J16135639-2603387
6049480269854104576,J16123993-2539541
6052084050827109504,J16194711-2203112
6244185568469377408,J16062872-2003571
6049646055590561024,J16175482-2443336
6043533629936316800,J16092695-2539081
6243843994013465088,J16093019-2059536
6043425671636485376,J16110691-2609235
6235806259081172736,J16023910-2542078
6244280229549582080,J16202813-2130324
6048849695636410880,J16162073-2517301
6049831215921914496,J16075875-2441319
6049623103285036032,J16145928-2459308
6235430878936693760,J15594989-2555584
6243246070149361792,J16010605-2215246
6246670567831565824,J16002669-2056316
6043652720795418496,J16032290-2545173
6245439664559166464,J16120223-2017551
6048664981981378048,J16174703-2556439
6243179240458354560,J16033493-2231546
6245801816200921088,J16142029-1906481
6049686973740646400,J16150807-2435184
6048852379992975616,J16163068-2512201
6242963770534304512,J16093575-2138057
6242103810703682048,J16080745-2345055
6246927372513024128,J15570085-2024596
6247236060405825664,J16054483-1940517
6245811780524907392,J16122092-1909041
6052146929146448000,J16252410-2141188
6242363231033352448,J16021280-2321202
6246606452553143296,J15560497-2106461
6247220598515630080,J16040024-1946029
6237190612936085120,J15583692-2257153
6048700853548038016,J16144125-2556052
6235663460003427200,J15562491-2541202
6244059949270882176,J16032437-2034130
6051770105896200704,J16245136-2239325
6245507452026972800,J16130306-1929319
6247255920334640640,J16053128-1926240
6048744314316878592,J16150702-2535528
6052151498991718656,J16251035-2134234
6049634235841014144,J16155507-2444365
6246764404276926848,J15581571-2021368
6049578607425858048,J16141259-2454287
6235661707656550016,J15554229-2546477
6235872882612575232,J15595270-2526292
6048885846378507392,J16174768-2455251
6050496459111584384,J16205022-2235387
6049478414428226688,J16123352-2543281
6048717277503393792,J16140298-2548531
6048762288758899840,J16180868-2547126
6048885983817467136,J16173723-2455364
6049631555781421056,J16161329-2443572
6243230848785006208,J16022598-2224574
6243914435774449280,J16080051-2040289
6244127741029633024,J16071971-2020555
6049830876625048320,J16080610-2443059
6246938127111232640,J15550513-2026077
6237347499499399808,J15564785-2311026
6052096759629655168,J16194538-2147577
6052114802793345792,J16221004-2139173
6245704749942125952,J16111237-1927374
6245532607651286528,J16151775-1942301
6235394938650930176,J15590193-2616329
6050500784144963712,J16195143-2241332
6049702710501929600,J16141974-2428404
6242281386125096960,J16051915-2340088
6049654782964184960,J16164795-2440282
6235472076263685120,J15574247-2551354
6242094640953591808,J16072992-2357023
6052231797700550528,J16230475-2118593
6244108637015079936,J16073556-2027134
6235902878664918272,J16020683-2512385
6048846573197632128,J16164136-2518393
6052043815573779072,J16231741-2159067
6048775208020531968,J16175432-2543435
6048752530594697088,J16153587-2529008
6242864092932966144,J16103069-2208229
6244103483054304640,J16074449-2036030
6247322131550542976,J16041821-1910557
6247090512554207744,J16015822-2008121
6245492505538733312,J16124123-1949380
6235490458723251840,J15594954-2540342
6245692620954228864,J16122183-1934445
6049670897681550336,J16172769-2421025
6048845748563450368,J16163345-2521505
6049726040762143488,J16151116-2420153
6048732223989166464,J16164299-2537547
6245582734212097024,J16141218-1938554
6051778764550671872,J16254322-2230026
6245698393390305664,J16120239-1926218
6050509099198621440,J16200783-2231080
6042702605304672896,J16130627-2606107
6242050415668507392,J16081050-2351024
6245388262390665472,J16124897-2024302
6043472710118959232,J16120814-2547578
6048756275806209664,J16155398-2519489
6049690070415179008,J16133840-2443309
6247221285718008320,J16041740-1942287
6049650487996864640,J16173031-2438390
6049604308508263296,J16160516-2507561
6243172677747745664,J16021356-2241148
6237413813794817024,J15574250-2226055
6235299349856871936,J15580694-2623466
6247222213430964608,J16035793-1942108
6051951353517249408,J16254808-2154195
6247258703473581312,J16061935-1923326
6050502162832208512,J16195497-2237322
6050514120021417728,J16202291-2227041
6247250010459625984,J16053215-1933159
6049823317482671872,J16095198-2440197
6242944288562499200,J16100129-2152243
6049831009763346560,J16075567-2443267
6235408338948338432,J15590864-2600545
6049793768107019008,J16121368-2431369
6235871095906436608,J16005271-2523426
6243989301345820544,J16045546-2054000
6245582772869338368,J16140792-1938292
6247224962209972480,J16050231-1941554
6049887467113035904,J16125723-2428013
6051739903685831040,J16241237-2253548
6049821668215224704,J16094354-2443098
6243186456003514752,J16001944-2256287
6049818232241303040,J16083647-2445303
6052110885783430272,J16224408-2142222
6052205065824347776,J16225479-2138091
6235371780185722880,J15555488-2604262
6246731762524821760,J15572454-2038382
6246710012810366976,J15572391-2051453
6051927542218423040,J16252969-2214543
6048676389414212224,J16163346-2552367
6243537406369453824,J16015546-2158496
6052205478141290240,J16230111-2137170
6051847312228778752,J16243127-2212400
6237180545533200640,J16002631-2259412
6245819786343951744,J16124726-1903531
6243173536741246848,J16015894-2240368
6049751299469884288,J16110744-2503016
6052003339801183616,J16222421-2223486
6049554108931809152,J16103162-2516017
6048714494364240000,J16142967-2549185
6245444371843335936,J16115091-2012098
6244290090794580736,J16203640-2123120
6049748786908497408,J16101888-2502325
6051801338898199296,J16220194-2245410
6048853410785570432,J16172658-2515161
6048851310543791872,J16164425-2513451
6247116144919479680,J16022616-2002403
6049669798169907840,J16173456-2423161
6247113293060741120,J16021096-2007495
6048740710844628864,J16151948-2540119
6244065996585022464,J16044997-2038353
6052165620844261760,J16240942-2134075
6243485282644929408,J15570641-2206060
6049713400678259200,J16155327-2424380
6052113222245376512,J16220894-2140372
6245457188025763328,J16112630-2008242
6049654405007043072,J16165604-2443049
6245812948756034816,J16115927-1906532
6235805984203260160,J16024448-2543323
6247083125210430080,J16014098-2022080
6245495705292935424,J16114920-1947431
6243940617895466368,J16111330-2019029
6052227537093294976,J16220587-2121556
6245669290691548160,J16095307-1948169
6248764656442333184,J16070393-1911338
6049510643863127680,J16145244-2513523
6052226540660625024,J16223600-2119011
6049525830867571072,J16145392-2504305
6052223688802577664,J16220658-2127089
6247164248553209984,J16022249-1956538
6049708968271668096,J16161293-2430541
6247323329838233472,J16040830-1907293
6243897874380625792,J16093706-2052529
6242136284955026176,J16095852-2345186
6247121024002068608,J16032940-1955038
6244148803549549312,J16090844-2009277
6247225546325531776,J16051615-1938310
6243676975627367936,J16014743-2049457
6245447636018595968,J16122737-2009596
6049656638390048896,J16171898-2437186
6049666224757098752,J16173221-2426599
6051770346414064896,J16243182-2241207
6052101746092248960,J16215506-2152043
6051734990243252096,J16233283-2258468
6246820788606409600,J15555600-2045187
6049695877210987776,J16134490-2434143
6244153510833937920,J16082511-2012245
6242105876588253056,J16083908-2340055
6243636877812914048,J16010801-2113184
6242537847217565952,J16065844-2221261
6052065977604571520,J16200616-2212385
6243350283234916096,J16023227-2200486
6050491992349863424,J16211681-2241366
6049751196390570880,J16111847-2501548
6049523666204035584,J16143918-2508562
6245676471873078656,J16102639-1939513
6052023234089878528,J16214126-2212056
6050564834995573632,J16192393-2220412
6043809710435404032,J16080522-2455330
6246965546182897024,J15582106-2005136
6049610080944881408,J16163101-2504345
6049612211248668928,J16165430-2459590
6244132207795638528,J16070474-2015557
6247225237087893248,J16045644-1940451
6247222110351762176,J16035047-1941214
6245617643707106432,J16154416-1921171
6247249254545380096,J16052192-1936026
6243908319741005568,J16081561-2048022
6243914916810909568,J16081535-2038111
6237098906793775744,J16003023-2334457
6235898137020626048,J16000078-2509423
6048725691338492800,J16161893-2542287
6237354371447090560,J15570368-2304484
6051788728874166528,J16223529-2247433
6243888837769685760,J16113376-2027364
6246630607453732480,J15553928-2053071
6245698560893135488,J16115763-1926389
6235428336315960576,J15593807-2603233
6245428463284702592,J16143363-2004299
6245700145736963072,J16121845-1923324
6049813902914243328,J16085871-2449363
6245601945603400960,J16132809-1924524
6244278305404148352,J16203118-2136150
6050481237751463040,J16202609-2255428
6048681680814236928,J16173895-2542553
6243349046284338432,J16022461-2200248
6052094358748726656,J16202498-2150240
6049581734162072832,J16140380-2453088
6048681818252865408,J16165801-2550163
6043530778077991040,J16105511-2531214
6247286878458733312,J16024544-1930377
6245701691925397632,J16111095-1933320
6243844822944577536,J16093608-2056255
6052068657664195072,J16194836-2212519
6242013410230303488,J16065436-2416107
6243128456764157952,J16020955-2302277
6236049354232553856,J16041474-2424433
6049632071176914304,J16152722-2449271
6242964045412203776,J16095217-2136277
6049774457933432448,J16094955-2444468
6237176662882197248,J15585820-2304352
6049620526304657280,J16150524-2459351
6049708281076909312,J16160292-2430548
6243923055771917696,J16090071-2029086
6242034648850521728,J16092218-2402091
6050293186900850944,J16203246-2257452
6245581845156392064,J16145178-1935402
6243408763507668224,J15595995-2220367
6052217985085648256,J16232207-2125489
6245684031019855488,J16115626-1943229
6049882622389890688,J16131008-2435248
6050492439026465280,J16211584-2240045
6243507856993984000,J15582337-2151588
6247231181322707328,J16044776-1930230
6243127838288847232,J16025855-2256495
6243212844282186880,J16001730-2236504
6245446154254329216,J16122703-2013250
6248770050921318656,J16063110-1904576
6245677605748460416,J16105240-1937344
6244253635112032384,J16194885-2140360
6050559852833452160,J16193396-2228294
6237359937724828672,J15562954-2256581
6049842146619350656,J16090511-2426282
6244189038802962688,J16052852-2010376
6049748791208799488,J16101918-2502301
6244125335847955968,J16070211-2019387
6243321799012143232,J16054416-2155054
6244067680212211712,J16050213-2035070
6247224034497055360,J16043916-1942459
6245669050173379328,J16101041-1945398
6243216486414537600,J16000037-2232595
6243223873758073728,J16020429-2231468
6049821633855485440,J16095287-2441535
6244267963123074048,J16190214-2138097
6245739521996902272,J16082324-1930009
6245756049031523072,J16104392-1922258
6246921428278308352,J15555272-2031336
6243135809748290688,J16014086-2258103
6049795245575761280,J16111744-2441203
6243241053627428608,J16014950-2220451
6245595108015533824,J16151970-1921073
6245656199631207808,J16101445-1951377
6243487069351330304,J15572109-2202130
6244187217736966912,J16063990-2001281
6247216750232486016,J16043565-1948302
6244205531477555456,J16055863-1949029
6245693720465868672,J16121043-1932275
6246821922477787136,J15554141-2043150
6247213864014851072,J16052726-1938466
6237359353609252352,J15562340-2259491
6244020950968009216,J16052556-2035397
6246723275669422464,J15570146-2046184
6235825775412641408,J16022439-2529121
6244192264319528704,J16054266-2004150
6246974033037885056,J15563425-2003332
6050297206990387840,J16211848-2254578
6243446387421336064,J16004056-2200322
6244106163113915904,J16070014-2033092
6245698084152661888,J16114534-1928132
6244177803168485248,J16062277-2011243
6243199856300993408,J16004135-2240416
6245684855653235712,J16112939-1942246
6043528716493686400,J16102516-2535590
6244118738778167680,J16070169-2028579
6050487456864139392,J16200686-2247320
6248768740952946816,J16064385-1908056
6043799849190451456,J16074861-2503142
6049828471443543424,J16094521-2431185
6049551016555492096,J16113286-2517205
6245717733625029248,J16113363-1914003
6247199467284016384,J16050474-1956274
6243240194634016384,J16011037-2222276
6242526989540469248,J16080847-2224599
6243393817024157184,J16042165-2130284
6247244203663970944,J16070873-1927341
6237174395139447808,J15582981-2310077
6052132498058667392,J16212961-2129038
6243216761292430080,J16001567-2231580
