Gaia_Source_ID,Name
5805107660190524032,TYC9280-112-1
5807992263304737792,TYC9279-1700-1
5808035178618723584,TYC9279-2048-1
5808036724807194624,TYC9279-1772-1
5808344038310476032,TYC9275-1592-1
5811265715580331136,TYC9276-2997-1
5814230445606786048,TYC9275-2648-1
5814233469263780992,TYC9275-2499-1
5814326030097051264,TYC9275-3434-1
5814359775662829824,TYC9275-1819-1
5814373279040488704,TYC9275-1067-1
5814442135955310848,TYC9275-2142-1
5814505770192758912,TYC9275-251-1
5814561737902810240,TYC9050-754-1
5814571328572139264,TYC9275-1107-1
5814869983419657728,TYC9064-2249-1
5814997423689342208,TYC9051-124-1
5815105759947147264,HIP82908
5815354661892727552,TYC9050-901-1
