Gaia_Source_ID,Name
10584899657116672,HIP_15304
10608573516849536,HIP_15310
43615122310787840,HIP_18170
43538293935879680,HIP_18327
3302220278803097472,HIP_18658
45367056650753280,HIP_19148
46975436002187136,HIP_19504
3284773915487855488,HIP_19554
3311514210073309056,HIP_19781
3304412601908736512,HIP_19786
149005270337201792,HIP_19793
3300934223858467072,HIP_19796
3312136499294830848,HIP_19877
47620265212420096,HIP_20056
3312281669189449472,HIP_20082
49005581144118784,HIP_20130
47345009348203392,HIP_20146
3310634944368705664,HIP_20219
48203487411427456,HIP_20237
47752481485851136,HIP_20255
3311883817778820480,HIP_20261
3310615565476268032,HIP_20284
49231668222673920,HIP_20349
47541100375011968,HIP_20350
3311024789960504576,HIP_20357
3313845106004931200,HIP_20441
149313099234711680,HIP_20491
3311148828615843328,HIP_20492
145373377272257664,HIP_20557
3314079508140198528,HIP_20563
3313947704182762240,HIP_20567
47965443143743488,HIP_20614
3314440285393131008,HIP_20679
3313689422030650496,HIP_20741
3312709379213017728,HIP_20815
3306922958753764992,HIP_20826
3310903740601986432,HIP_20827
145391484855481344,HIP_20842
3310919202484088832,HIP_20873
48061409893621248,HIP_20890
3314109916508904064,HIP_20899
3307650109600736000,HIP_20901
3312892757136810880,HIP_20916
3314167400351128704,HIP_20935
3314212068010812032,HIP_20948
3314213025787054592,HIP_20951
3312536927686011520,HIP_20995
3307782570688378496,HIP_21036
3305871825637254912,HIP_21066
144171233106399104,HIP_21099
3307815006281475200,HIP_21112
3312637842237882880,HIP_21137
3285426613077584384,HIP_21152
3307528033746225664,HIP_21267
3312575685471393664,HIP_21317
3309967059774839808,HIP_21474
3309170875916905856,HIP_21654
3292227607891547264,HIP_21670
3307992336891315968,HIP_21723
3294081521934473216,HIP_22044
3309006602007842048,HIP_22203
3292800109852528512,HIP_22221
3406823245223942528,HIP_22380
3405113740864365440,HIP_22422
3406103958460672768,HIP_22496
3406917219108423808,HIP_22565
3404850790082434176,HIP_22566
3296520066926319104,HIP_22607
3408463510414294784,HIP_22850
3391712038447198080,HIP_23498
