Gaia_Source_ID,Name
418916648901801728,HIP_1921
428520986055878272,HIP_2377
527817331398773248,HIP_2474
418090121095577216,HIP_2505
428608225423125760,HIP_2647
387861630166827264,HIP_2866
390548351252549760,HIP_3504
426128895432092160,HIP_4437
404411032513620864,HIP_5062
523449792035598848,HIP_5566
403194697774532992,HIP_5813
320838218835424768,HIP_6480
398832110513016704,HIP_7457
405331151946612608,HIP_7988
405987526028673536,HIP_8068
357288884723492480,HIP_8108
91429481386429184,HIP_8387
357156531011241856,HIP_8551
408620409702994432,HIP_8704
511974502719733376,HIP_8886
359779381641254912,HIP_9656
356536784410823808,HIP_9890
354033574391182464,HIP_10924
355656522274764288,HIP_10944
520370648380691328,HIP_10974
459342770881074944,HIP_11295
335088267489495424,HIP_12218
438533413808563456,HIP_12453
457822215019991424,HIP_12477
516310358098353280,HIP_13003
438603919992325504,HIP_13124
33260918230834048,HIP_13327
540790980191363840,HIP_13330
240396917357085696,HIP_14887
238865332018311296,HIP_15065
491398310827131904,HIP_15520
442609131615494784,HIP_15531
61292039470080384,HIP_15627
3276605295710700032,HIP_17563
243650131747283712,HIP_17681
445528369349638400,HIP_17707
3302396166303947904,HIP_17907
37136834159399808,HIP_18033
493606886093407616,HIP_18067
3270343546928113664,HIP_18190
3297619097518627968,HIP_19466
3300492946034916992,HIP_19720
3299306676067811200,HIP_19860
229142694294045824,HIP_20063
49415527182759296,HIP_20171
3175079935351635200,HIP_20229
257075615399416448,HIP_20354
3283305586426759040,HIP_20424
3278970486957732224,HIP_20884
3285542336676520448,HIP_21135
3278786250040185728,HIP_21177
3204585226803914368,HIP_21192
3186123945537262720,HIP_21640
3295922310557914496,HIP_21973
202937964949929472,HIP_22034
3225773709223070464,HIP_22109
146953066243274240,HIP_22128
206133656840285056,HIP_22415
3212624855825952896,HIP_23130
3213006175905785088,HIP_23745
201261278435365248,HIP_23767
181983575426242944,HIP_24740
280298812805235456,HIP_24836
3446545233083727360,HIP_25157
3400339253355935744,HIP_25499
3390888744757273472,HIP_25555
3390697047479829120,HIP_25561
3397123078766067328,HIP_25657
3416960501913604352,HIP_25695
3448699657397776640,HIP_26034
3440971843000549248,HIP_26640
3400081795838800896,HIP_27421
3457973346485127552,HIP_27723
3399850108122285952,HIP_27746
3320273297657404672,HIP_27962
3345317492480532352,HIP_29038
3344695821735025408,HIP_30180
3118883311942751360,HIP_31278
